rot_diff,rmsd
6.01778,12.6254
6.1582,12.4302
6.37724,12.1436
6.49854,11.768
6.5184,11.3064
6.43624,10.763
6.25454,10.1424
5.97881,9.45032
5.61743,8.69334
5.18137,7.87922
4.75169,7.01727
4.44422,6.11912
4.09767,5.20048
3.72257,4.28506
3.3303,3.41431
2.93277,2.67127
2.56234,2.22118
2.45704,2.26233
2.66049,2.77194
2.99545,3.54291
3.50679,4.42449
4.0075,5.34248
4.48239,6.25924
4.91704,7.1527
5.29826,8.00798
5.61448,8.81385
5.8561,9.56131
6.01578,10.2428
6.15435,10.8518
6.37469,11.383
6.49736,11.8315
6.51863,12.1937
6.43785,12.4663
6.25748,12.6472
6.00122,12.7348
6.11031,12.701
6.10797,12.61
6.33461,12.4263
6.56485,12.1515
6.69781,11.788
6.72945,11.3388
6.65883,10.8079
6.48808,10.2
6.22238,9.52071
5.8698,8.7766
5.44104,7.97546
5.12963,7.12664
4.85945,6.24187
4.54376,5.33694
4.19215,4.43542
3.81527,3.57748
3.42458,2.8404
3.04772,2.37173
2.88934,2.3546
2.95157,2.79776
3.33997,3.52219
3.82498,4.37494
4.29587,5.27504
4.73835,6.18061
5.13899,7.06731
5.48563,7.91899
5.76775,8.7237
5.97678,9.47196
6.10637,10.1559
6.33061,10.7689
6.56214,11.3052
6.69646,11.7601
6.72951,12.1295
6.66028,12.4104
6.49087,12.6004
6.24054,12.6978
6.25548,12.6664
6.15301,12.5847
6.44492,12.411
6.68282,12.1468
6.82567,11.7943
6.86915,11.3566
6.81192,10.8375
6.65574,10.2418
6.40533,9.57511
6.06829,8.84396
5.65487,8.05622
5.44816,7.22134
5.2189,6.35125
4.93903,5.46192
4.61704,4.57707
4.26271,3.73616
3.8868,3.0121
3.51282,2.5376
3.3033,2.47766
3.23979,2.86009
3.66023,3.53572
4.11358,4.3556
4.54986,5.23389
4.95584,6.12476
5.31919,7.00152
5.62887,7.84667
5.8755,8.64745
6.05159,9.39388
6.15178,10.0778
6.44083,10.6922
6.67999,11.2313
6.82418,11.6902
6.86904,12.0649
6.81318,12.3519
6.65833,12.549
6.42006,12.6543
6.33635,12.6243
6.1602,12.5502
6.48578,12.3847
6.72758,12.1295
6.87826,11.7866
6.93325,11.3592
6.89087,10.851
6.75242,10.2668
6.5221,9.61215
6.20689,8.89377
5.82375,8.11955
5.69763,7.29914
5.51165,6.44468
5.27146,5.57253
4.98435,4.7067
4.65904,3.88638
4.30539,3.18116
3.94354,2.71143
3.68637,2.62376
3.5225,2.95479
3.94652,3.58272
4.36383,4.36745
4.76177,5.22091
5.12825,6.09402
5.45215,6.9579
5.72364,7.79369
5.93448,8.58781
6.07826,9.32974
6.15501,10.0109
6.48167,10.6243
6.72467,11.1637
6.87664,11.6242
6.93295,12.0016
6.89191,12.2925
6.75475,12.4944
6.53433,12.6055
6.35047,12.5762
6.13586,12.5074
6.45595,12.3482
6.69777,12.1001
6.85397,11.7652
6.9198,11.3465
6.89328,10.848
6.7752,10.2742
6.56914,9.63091
6.28138,8.9248
5.95158,8.16396
5.87045,7.35823
5.72882,6.52008
5.53097,5.66633
5.28293,4.82149
4.99221,4.02477
4.66763,3.34324
4.32678,2.88699
4.0269,2.78521
3.80263,3.07617
4.19014,3.6605
4.56814,4.40989
4.92515,5.23669
5.25034,6.08971
5.53385,6.9382
5.76705,7.76208
5.94288,8.54695
6.05599,9.2818
6.13077,9.95773
6.45188,10.5674
6.69482,11.1046
6.85223,11.5641
6.91932,11.9417
6.89406,12.234
6.77722,12.4383
6.57988,12.5528
6.29741,12.5234
6.0469,12.4576
6.35634,12.3025
6.59429,12.0595
6.75353,11.7306
6.82922,11.3191
6.81906,10.8286
6.72337,10.264
6.54504,9.63093
6.28949,8.93633
5.99945,8.18841
5.96138,7.39728
5.8638,6.57581
5.70969,5.74136
5.50405,4.91909
5.25483,4.14849
4.96754,3.49471
4.65091,3.05912
4.31455,2.95503
4.03547,3.21776
4.38369,3.76489
4.72029,4.48077
5.03505,5.28051
5.31842,6.11201
5.56179,6.94323
5.75779,7.75305
5.90045,8.5264
5.98545,9.25177
6.042,9.91997
6.35237,10.5234
6.59135,11.0558
6.75171,11.5118
6.82929,11.887
6.82268,12.1781
6.73043,12.3823
6.55533,12.4979
6.33301,12.4673
6.10707,12.4023
6.45456,12.2489
6.73353,12.0087
6.93551,11.6839
7.05438,11.2774
7.08651,10.7933
7.03094,10.2363
6.88935,9.6122
6.66605,8.92806
6.38713,8.19233
6.36535,7.41543
6.27776,6.61069
6.12701,5.7961
5.91769,4.99762
5.65614,4.25523
5.3503,3.63258
5.00946,3.22354
4.6947,3.12712
4.4249,3.37301
4.78583,3.89072
5.1289,4.5767
5.44369,5.35036
5.72065,6.15996
5.95137,6.97278
6.12885,7.76697
6.2477,8.52692
6.30432,9.24075
6.31317,9.89899
6.5845,10.4939
6.78338,11.019
6.90376,11.469
6.942,11.8394
6.89692,12.1267
6.7699,12.3283
6.56479,12.4423
6.32165,12.4098
6.13909,12.3429
6.50581,12.1889
6.82184,11.9493
7.06339,11.6262
7.22312,11.2228
7.29619,10.7431
7.28037,10.1919
7.17615,9.57519
6.98669,8.90021
6.71775,8.17564
6.69121,7.41228
6.60966,6.62399
6.46006,5.82949
6.24696,5.05564
5.97683,4.3431
5.65786,3.75436
5.29974,3.37674
5.02099,3.29631
4.78593,3.53574
5.14217,4.03237
5.49175,4.69333
5.80721,5.44319
6.079,6.23155
6.29885,7.02565
6.4601,7.80328
6.55786,8.54849
6.58915,9.24912
6.55302,9.89553
6.76133,10.4798
6.91552,10.9955
6.99239,11.4371
6.9896,11.8002
6.90725,12.0813
6.74782,12.2778
6.51617,12.3878
6.24372,12.3525
6.14549,12.2814
6.48565,12.1243
6.83274,11.8828
7.10895,11.5592
7.3059,11.1566
7.4176,10.6792
7.44067,10.1319
7.37441,9.52082
7.22083,8.85344
6.98458,8.13873
6.91196,7.38791
6.83452,6.61544
6.68616,5.84089
6.47136,5.09211
6.19665,4.41063
5.87037,3.85805
5.50242,3.51581
5.26397,3.45826
5.10618,3.70034
5.41945,4.18416
5.77444,4.82575
6.09067,5.55509
6.35856,6.32383
6.56996,7.09973
6.71847,7.86059
6.79957,8.59031
6.8108,9.2766
6.75182,9.90972
6.86075,10.4817
6.96924,10.986
7.00271,11.4172
6.96015,11.7709
6.84285,12.0435
6.65437,12.2325
6.40043,12.336
6.1016,12.2972
6.10539,12.2195
6.39471,12.057
6.76591,11.8113
7.07083,11.4847
7.30021,11.0807
7.44708,10.6033
7.50699,10.0578
7.47812,9.45045
7.36134,8.78887
7.16021,8.08243
7.0209,7.34284
6.94554,6.58522
6.79844,5.83006
6.58406,5.1064
6.30892,4.45673
5.98137,3.94202
5.61134,3.63839
5.41626,3.60934
5.35797,3.8619
5.60925,4.34067
5.96839,4.96886
6.28546,5.68166
6.55084,6.43319
6.75646,7.19217
6.89609,7.93672
6.96549,8.65081
6.96255,9.32218
6.88736,9.94105
6.87976,10.4995
6.94292,10.9909
6.93443,11.41
6.85454,11.7523
6.70568,12.0144
6.49238,12.1937
6.22109,12.2885
5.89958,12.2457
6.02,12.1591
6.23573,11.9889
6.62337,11.7367
6.95017,11.405
7.20621,10.9972
7.38371,10.5177
7.4773,9.97172
7.48412,9.36589
7.40398,8.7081
7.23929,8.00809
7.01473,7.27808
6.93933,6.53395
6.7935,5.79723
6.58166,5.09824
6.31024,4.48067
5.98749,4.00504
5.6232,3.74253
5.47325,3.74654
5.53366,4.01617
5.70579,4.4969
6.06772,5.1176
6.38567,5.81822
6.65,6.55554
6.85269,7.29952
6.98759,8.02886
7.05059,8.72781
7.03979,9.38422
6.95552,9.98842
6.81777,10.5325
6.83735,11.0101
6.7896,11.4157
6.67597,11.7452
6.49991,11.995
6.26675,12.1628
5.98359,12.2469
5.64381,12.1994
5.89192,12.1022
6.13134,11.9222
6.40945,11.6614
6.75064,11.3223
7.02676,10.9085
7.22943,10.4245
7.3525,9.87589
7.39224,9.26935
7.34743,8.61317
7.21943,7.91747
7.01214,7.19509
6.81609,6.46272
6.67148,5.74301
6.46421,5.06779
6.20057,4.48209
5.88855,4.04622
5.53764,3.82669
5.43319,3.86738
5.6279,4.15953
5.82538,4.64838
6.06939,5.26718
6.38825,5.9601
6.65304,6.68655
6.85574,7.41795
6.99018,8.13374
7.05229,8.81856
7.04018,9.46054
6.95422,10.0502
6.79702,10.5797
6.65574,11.0427
6.57263,11.4341
6.42986,11.7496
6.23177,11.986
5.98436,12.1408
5.69515,12.2125
5.40969,12.16
5.72504,12.0504
6.00462,11.859
6.23996,11.5876
6.4783,11.2391
6.76731,10.8172
6.98892,10.3266
7.13639,9.77299
7.20525,9.16345
7.19341,8.50653
7.10123,7.81283
6.93151,7.0958
6.68939,6.37305
6.4361,5.66848
6.23529,5.01557
5.98323,4.46096
5.68756,4.06496
5.35725,3.88968
5.36152,3.96984
5.63785,4.28892
5.88106,4.79116
6.08377,5.41317
6.29312,6.10276
6.55986,6.82188
6.7655,7.54343
6.90378,8.24773
6.97053,8.91994
6.9637,9.54851
6.88351,10.1242
6.7324,10.6394
6.51494,11.0879
6.29011,11.4646
6.12369,11.7656
5.90941,11.9875
5.65376,12.1283
5.36452,12.1864
5.17705,12.1287
5.52442,12.0055
5.83887,11.8011
6.11084,11.5176
6.3321,11.158
6.49591,10.7261
6.66948,10.2267
6.83553,9.66599
6.92885,9.05112
6.94662,8.39104
6.88828,7.69684
6.75562,6.98261
6.55266,6.26694
6.28555,5.57514
5.96242,4.94252
5.66482,4.41762
5.39061,4.06102
5.08752,3.93064
5.2399,4.0523
5.5632,4.40181
5.85238,4.92185
6.09869,5.55159
6.29463,6.24197
6.43426,6.95728
6.58471,7.6719
6.73103,8.36707
6.80779,9.02856
6.81268,9.64519
6.74554,10.208
6.60841,10.7096
6.40546,11.1439
6.14284,11.5062
5.82853,11.7924
5.54262,11.9996
5.28501,12.1257
5.00174,12.1693
4.92266,12.1064
5.29616,11.9688
5.6391,11.7505
5.94107,11.4537
6.19291,11.0814
6.38697,10.6378
6.51736,10.128
6.58013,9.55804
6.57336,8.9356
6.61452,8.26992
6.58704,7.57257
6.48981,6.85836
6.32579,6.14687
6.09994,5.46494
5.81913,4.84996
5.49189,4.35273
5.12813,4.03445
4.73892,3.94903
5.03829,4.11351
5.40621,4.49612
5.74022,5.03757
6.03019,5.67894
6.26731,6.37387
6.44439,7.08875
6.55605,7.79941
6.59891,8.48801
6.57165,9.14093
6.5917,9.74741
6.54449,10.2988
6.42884,10.788
6.24824,11.2091
6.00818,11.5575
5.71596,11.8294
5.38043,12.022
5.01178,12.1332
4.62121,12.162
4.97738,12.2517
5.28835,12.1144
5.56985,11.8957
5.81333,11.598
6.05759,11.2243
6.28847,10.7789
6.45951,10.2668
6.56552,9.69438
6.60328,9.06932
6.57164,8.40107
6.47158,7.7014
6.30611,6.98536
6.08028,6.27282
5.84654,5.59084
5.6064,4.97678
5.32713,4.48083
5.01719,4.16274
4.69568,4.07473
4.9862,4.23379
5.30767,4.61009
5.59907,5.14648
5.85155,5.78498
6.10287,6.47924
6.34021,7.19522
6.51613,7.90828
6.6253,8.60016
6.6644,9.25689
6.63224,9.86746
6.5298,10.423
6.3602,10.9162
6.12857,11.3411
5.88719,11.693
5.63856,11.9679
5.34983,12.163
5.02974,12.2762
4.69498,12.3065
5.34467,12.2625
5.66046,12.126
5.93913,11.9077
6.17221,11.61
6.35264,11.2361
6.47493,10.7899
6.63123,10.2767
6.75775,9.7026
6.81385,9.07537
6.79781,8.40433
6.71012,7.70117
6.55345,6.9808
6.33255,6.26296
6.05413,5.57456
5.72663,4.953
5.45505,4.4489
5.1902,4.12323
4.96712,4.03014
5.27584,4.18791
5.61651,4.56634
5.92137,5.10686
6.18119,5.75028
6.38807,6.44952
6.53574,7.17028
6.71435,7.88782
6.86188,8.58385
6.93581,9.24443
6.93389,9.85855
6.8562,10.4173
6.70508,10.9136
6.48512,11.3412
6.203,11.6956
5.86728,11.9727
5.5824,12.1697
5.3012,12.2846
5.05567,12.3162
5.67905,12.2795
5.99264,12.1433
6.26136,11.9249
6.47707,11.6265
6.6332,11.2513
6.72503,10.8033
6.74976,10.2875
6.87577,9.71015
6.94309,9.07887
6.9367,8.40288
6.85679,7.69373
6.70579,6.96617
6.48827,6.23973
6.21084,5.5412
5.88192,4.90808
5.5115,4.39183
5.27893,4.05553
5.15475,3.95638
5.47582,4.1145
5.83086,4.49858
6.14593,5.04744
6.41148,5.69988
6.61944,6.40782
6.76351,7.13659
6.83931,7.8614
7.01202,8.564
7.12357,9.23049
7.15592,9.84995
7.10809,10.4135
6.98152,10.914
6.78008,11.3455
6.50985,11.7031
6.17906,11.9831
5.79774,12.1825
5.54432,12.2993
5.38979,12.3323
5.97036,12.3021
6.27481,12.1659
6.52679,11.9468
6.71865,11.647
6.84456,11.2696
6.90071,10.8185
6.8854,10.2989
6.91599,9.71682
6.9871,9.07973
6.98412,8.39677
6.90714,7.67929
6.75849,6.94185
6.5427,6.2037
6.26629,5.49147
5.93768,4.84282
5.56683,4.31039
5.28066,3.96029
5.25288,3.8541
5.58007,4.01436
5.94422,4.4078
6.26592,4.96935
6.53542,5.63492
6.74454,6.35517
6.88691,7.09506
6.95823,7.82978
7.07116,8.54118
7.22198,9.21551
7.29157,9.84192
7.27782,10.4117
7.18115,10.9176
7.00449,11.3538
6.75321,11.7154
6.43492,11.9988
6.0593,12.2009
5.75173,12.3197
5.68719,12.3541
6.20975,12.3295
6.4984,12.1929
6.72733,11.9726
6.88961,11.6708
6.9803,11.2903
6.99666,10.8353
6.93818,10.3106
6.87718,9.7224
6.94452,9.07792
6.93861,8.38616
6.85963,7.65826
6.70997,6.90847
6.49418,6.15575
6.21881,5.42644
5.89221,4.75841
5.52431,4.20574
5.19537,3.8385
5.25853,3.7242
5.58541,3.88859
5.95315,4.29542
6.27771,4.87411
6.54926,5.5569
6.75955,6.29293
6.9022,7.04682
6.97287,7.79385
7.0375,8.51608
7.22804,9.19993
7.33673,9.83471
7.36024,10.4118
7.29789,10.9241
7.15154,11.3658
6.92566,11.7321
6.62709,12.0192
6.2649,12.2243
5.91712,12.3453
5.93885,12.3811
6.38997,12.3609
6.65662,12.2237
6.85692,12.0017
6.98477,11.6971
7.0363,11.3129
7.00994,10.853
6.9065,10.3223
6.76053,9.72672
6.81666,9.07349
6.80156,8.37137
6.71571,7.63122
6.56169,6.86694
6.3442,6.09707
6.06983,5.34759
5.7469,4.65645
5.38523,4.07939
5.02562,3.69143
5.17152,3.56786
5.4917,3.73866
5.85737,4.16324
6.18094,4.7637
6.45257,5.46769
6.66403,6.22273
6.8089,6.99322
6.88278,7.75466
6.91207,8.48943
7.14159,9.18422
7.29002,9.82855
7.35286,10.4139
7.32819,10.9334
7.21678,11.3812
7.02199,11.7526
6.74974,12.0438
6.40829,12.252
6.03548,12.3752
6.13713,12.4122
6.50552,12.3954
6.74468,12.2571
6.9116,12.033
7.00123,11.7251
7.01085,11.3366
6.94016,10.8711
6.79132,10.3335
6.56958,9.72966
6.60739,9.06659
6.57714,8.35282
6.47974,7.59893
6.31816,6.81838
6.09731,6.02917
5.82387,5.25674
5.50616,4.53896
5.15381,3.93331
4.77753,3.52069
4.9945,3.38653
5.30177,3.56637
5.65981,4.01354
5.97854,4.64051
6.24829,5.36951
6.46088,6.14647
6.60986,6.93577
6.69069,7.71336
6.70092,8.46204
6.96524,9.16886
7.15287,9.82361
7.25589,10.418
7.27115,10.9452
7.1982,11.3995
7.03925,11.7762
6.79913,12.0717
6.48512,12.2832
6.10676,12.4085
6.276,12.4466
6.57121,12.4318
6.75988,12.2922
6.88972,12.0656
6.9385,11.7541
6.90473,11.3607
6.78944,10.889
6.59613,10.344
6.33067,9.73113
6.32307,9.05739
6.27214,8.33106
6.1589,7.56231
5.98678,6.76412
5.76099,5.95382
5.48841,5.15609
5.17729,4.40844
4.83709,3.7699
4.47813,3.32825
4.73285,3.18195
5.03986,3.37396
5.36645,3.84911
5.67666,4.50739
5.94263,5.26493
6.15627,6.06627
6.3111,6.87616
6.40243,7.67117
6.42748,8.43473
6.70434,9.15432
6.92945,9.82006
7.07228,10.4239
7.12849,10.9591
7.09639,11.4201
6.97694,11.8023
6.77378,12.1022
6.49306,12.3168
6.14331,12.4442
6.35125,12.4832
6.61033,12.469
6.77679,12.3278
6.86008,12.0985
6.85766,11.7831
6.76962,11.3844
6.59861,10.9063
6.34983,10.3533
6.03084,9.73108
5.97233,9.04619
5.89585,8.30671
5.76292,7.52242
5.57759,6.70569
5.34548,5.87307
5.07363,5.04822
4.77029,4.26784
4.44468,3.59213
4.10667,3.11652
4.3945,2.95619
4.73834,3.16419
5.06086,3.6733
5.35227,4.36768
5.60373,5.15683
5.8076,5.98448
5.95769,6.81614
6.04945,7.62938
6.08009,8.40834
6.36683,9.14105
6.62653,9.81799
6.8076,10.4314
6.90454,10.9746
6.91443,11.4424
6.83694,11.8301
6.67444,12.1342
6.43186,12.3518
6.11656,12.4811
6.36059,12.5209
6.57946,12.506
6.76585,12.363
6.8629,12.1307
6.86768,11.8112
6.78003,11.4071
6.60263,10.9224
6.34084,10.3613
6.00263,9.72951
5.90772,9.03332
5.78226,8.28051
5.59733,7.48042
5.35853,6.64479
5.07312,5.7892
4.74976,4.93603
4.39827,4.12062
4.02931,3.40359
3.67443,2.88842
3.98973,2.71173
4.36482,2.94041
4.72345,3.49017
5.05472,4.22517
5.34858,5.04838
5.59611,5.90354
5.78979,6.75757
5.92376,7.58926
5.99393,8.38367
6.30456,9.12945
6.57571,9.81748
6.76329,10.4402
6.86159,10.9914
6.86764,11.4657
6.78125,11.8586
6.60504,12.1667
6.34436,12.3872
6.02732,12.5182
6.30374,12.5585
6.50803,12.5415
6.7112,12.3966
6.82032,12.1613
6.8321,11.8375
6.74616,11.4281
6.56513,10.9367
6.29449,10.3678
5.94246,9.72647
5.82307,9.01916
5.65986,8.25323
5.43452,7.43758
5.1539,6.58323
4.82651,5.70468
4.46228,4.82274
4.07228,3.97077
3.66834,3.20862
3.26273,2.64759
3.55932,2.45156
3.95914,2.70681
4.34844,3.30452
4.7154,4.08412
5.04889,4.94295
5.33878,5.82601
5.57626,6.70228
5.75414,7.55208
5.86701,8.36151
6.21184,9.11988
6.50402,9.81854
6.70844,10.4502
6.81888,11.0089
6.832,11.4893
6.74739,11.8871
6.56763,12.1989
6.29817,12.4219
5.94718,12.5543
6.21092,12.5948
6.39507,12.5746
6.61136,12.4277
6.7305,12.1893
6.74886,11.8614
6.66589,11.4468
6.48411,10.949
6.20904,10.3724
5.84902,9.72206
5.71253,9.00413
5.50985,8.2257
5.24345,7.39518
4.92142,6.52287
4.55352,5.62211
4.15093,4.71186
3.72587,3.8228
3.29123,3.01248
2.86022,2.39863
3.11319,2.1794
3.53047,2.46873
3.94409,3.12203
4.34149,3.94921
4.71062,4.84404
5.04027,5.75444
5.32043,6.65205
5.54261,7.51902
5.70004,8.34254
6.08279,9.11265
6.39086,9.82114
6.60844,10.4611
6.72894,11.0265
6.74869,11.5124
6.6671,11.9146
6.48665,12.2296
6.2128,12.4548
5.85387,12.5883
6.08179,12.6289
6.21755,12.6042
6.44292,12.4553
6.56971,12.2139
6.59405,11.8821
6.51521,11.4625
6.33559,10.9588
6.06064,10.375
5.7241,9.7164
5.55302,8.98869
5.31036,8.19875
5.00349,7.35453
4.64171,6.46561
4.23602,5.54412
3.79873,4.60702
3.34311,3.68169
2.88299,2.82148
2.45631,2.1476
2.63845,1.90019
3.06538,2.23312
3.49622,2.94935
3.9179,3.82539
4.31761,4.75516
4.68322,5.69124
5.00364,6.60854
5.26913,7.49113
5.4946,8.32736
5.89489,9.10797
6.21321,9.82519
6.43989,10.4724
6.56806,11.0438
6.59381,11.5345
6.51638,11.9404
6.33811,12.2581
6.06441,12.485
5.72552,12.6192
5.89384,12.6597
5.98088,12.6295
6.211,12.4785
6.34283,12.2344
6.37236,11.8989
6.2987,11.4749
6.12408,10.9658
5.8538,10.3757
5.55918,9.70966
5.34938,8.97331
5.06743,8.17321
4.7219,7.31691
4.32327,6.41329
3.88365,5.47334
3.41637,4.51195
2.93563,3.5528
2.456,2.64317
2.05394,1.90281
2.14952,1.62097
2.578,2.00924
3.01844,2.79399
3.45748,3.71769
3.88177,4.67963
4.27846,5.63865
4.63549,6.57321
4.94203,7.46932
5.24982,8.31645
5.65384,9.10599
5.97647,9.83058
6.2079,10.4838
6.34111,11.0601
6.37206,11.5548
6.2998,11.9636
6.12653,12.2834
5.85752,12.5115
5.56112,12.6461
5.65278,12.6862
5.69223,12.6497
5.92264,12.4969
6.05676,12.2501
6.09054,11.9114
6.02293,11.4835
5.856,10.9698
5.59481,10.3744
5.35559,9.70205
5.10779,8.95845
4.78845,8.14987
4.40725,7.28351
3.97577,6.36765
3.5071,5.41223
3.01546,4.43024
2.51579,3.44161
2.02325,2.48623
1.66007,1.67602
1.66123,1.35279
2.08312,1.80945
2.52526,2.66409
2.97421,3.63096
3.41636,4.62047
3.83828,5.59859
4.22717,6.54728
4.57122,7.45433
4.96668,8.31017
5.36697,9.10678
5.68783,9.83713
5.91952,10.4951
6.055,11.0751
6.09016,11.5726
6.02394,11.9836
5.85834,12.3048
5.59839,12.5336
5.35805,12.6683
5.36592,12.7077
5.36037,12.6643
5.58658,12.5097
5.72019,12.2607
5.75713,11.9193
5.69628,11.4882
5.53949,10.9707
5.32496,10.371
5.11949,9.6938
4.8356,8.94457
4.48189,8.12947
4.06909,7.25541
3.60975,6.33022
3.1178,5.36301
2.60818,4.36519
2.09635,3.3534
1.63051,2.36013
1.28665,1.48387
1.18843,1.11467
1.59578,1.64961
2.03164,2.56772
2.48277,3.56943
2.93549,4.58013
3.37605,5.57255
3.79108,6.53165
4.20025,7.44663
4.65378,8.30872
5.04298,9.11031
5.35606,9.84465
5.5835,10.5057
5.71841,11.0883
5.75668,11.5876
5.69717,11.9998
5.54167,12.3217
5.3268,12.5507
5.12246,12.685
5.04197,12.7236
4.99538,12.6728
5.21305,12.5166
5.34333,12.2657
5.38226,11.9222
5.32866,11.4887
5.25495,10.9685
5.09847,10.3658
4.85807,9.68515
4.54106,8.9321
4.15704,8.11264
3.71769,7.23353
3.23633,6.3023
2.72759,5.32752
2.20689,4.31956
1.76029,3.2928
1.33754,2.27409
0.945027,1.34819
0.745447,0.939521
1.13076,1.54763
1.55257,2.51178
1.99808,3.53632
2.45377,4.56034
2.9058,5.56153
3.41055,6.52686
3.8892,7.44649
4.32062,8.31214
4.69171,9.11647
4.99122,9.8529
5.21004,10.5156
5.34155,11.0992
5.38175,11.5992
5.32941,12.0117
5.25609,12.3335
5.1008,12.5622
4.8615,12.6958
4.69077,12.7334
4.65775,12.675
4.90956,12.5174
5.07766,12.2652
5.15695,11.9202
5.14503,11.4851
5.04224,10.9632
4.85173,10.3588
4.57926,9.67637
4.23384,8.92141
3.87279,8.09993
3.4595,7.2186
3.00651,6.28486
2.52757,5.30712
2.03722,4.29537
1.55034,3.26321
1.08172,2.23546
0.645567,1.29149
0.346456,0.872703
0.751173,1.51849
1.19839,2.50073
1.67452,3.53345
2.16513,4.56197
2.65532,5.56595
3.1302,6.53309
3.57537,7.45392
3.97731,8.32032
4.32451,9.12506
4.65336,9.86164
4.90626,10.5242
5.07555,11.1075
5.15608,11.6071
5.14541,12.019
5.04385,12.34
4.85451,12.5677
4.58311,12.7004
4.32325,12.7369
4.93954,12.6708
5.15955,12.5122
5.29387,12.259
5.34605,11.9132
5.37613,11.4774
5.31394,10.9551
5.16136,10.3503
4.92302,9.66772
4.60617,8.91285
4.22041,8.09173
3.77746,7.21111
3.29076,6.27853
2.78257,5.30261
2.33024,4.29373
1.87808,3.26638
1.43984,2.24786
1.0288,1.32567
0.696256,0.939623
1.05128,1.56712
1.45505,2.53547
1.88555,3.56097
2.33704,4.58496
2.85807,5.58564
3.36324,6.55012
3.83723,7.46866
4.26566,8.33299
4.63551,9.13583
4.93556,9.8706
5.1567,10.5314
5.29223,11.1131
5.3448,11.6111
5.37614,12.0214
5.31521,12.341
5.16384,12.5673
4.92664,12.6986
4.64687,12.7338
5.20832,12.6603
5.39398,12.501
5.58912,12.2474
5.72334,11.9015
5.76111,11.4659
5.70129,10.9442
5.54568,10.3405
5.29903,9.65947
4.96881,8.90668
4.56504,8.08831
4.09998,7.21131
3.6833,6.28353
3.26393,5.31415
2.82277,4.3147
2.3732,3.30213
1.92887,2.31011
1.50327,1.44336
1.142,1.11484
1.3976,1.68548
1.75272,2.61318
2.22708,3.61737
2.74333,4.62828
3.25358,5.61983
3.74234,6.57735
4.19478,7.49023
4.59717,8.34977
4.93728,9.14842
5.20481,9.87949
5.39161,10.537
5.58643,11.1157
5.72195,11.611
5.76105,12.0189
5.70256,12.3364
5.54824,12.5608
5.30279,12.6905
5.00373,12.7244
5.45029,12.6439
5.67323,12.4842
5.91387,12.2306
6.05906,11.8853
6.10436,11.451
6.04843,10.9311
5.89294,10.3297
5.64263,9.65187
5.30508,8.9031
4.89055,8.08979
4.48415,7.21919
4.13216,6.29968
3.73879,5.34131
3.31597,4.35733
2.87655,3.36834
2.43386,2.41657
2.00133,1.62348
1.61902,1.353
1.77393,1.85714
2.14862,2.72795
2.64922,3.69967
3.15345,4.6901
3.646,5.66726
4.11191,6.61383
4.53705,7.51791
4.90851,8.37011
5.21501,9.16247
5.44726,9.88807
5.6691,10.5408
5.91101,11.1153
6.05754,11.6068
6.10423,12.0116
6.04967,12.3263
5.89553,12.5484
5.64646,12.6763
5.3346,12.7089
5.65809,12.622
5.93815,12.4622
6.189,12.2093
6.343,11.8653
6.39547,11.433
6.34482,10.916
6.19258,10.3183
5.94338,9.64515
5.60478,8.9022
5.18705,8.0961
4.86862,7.2345
4.55428,6.32641
4.19271,5.38303
3.79488,4.41972
3.37286,3.46135
2.93947,2.55877
2.50785,1.84333
2.11283,1.62119
2.16887,2.06442
2.58207,2.87211
3.0696,3.80379
3.55495,4.76785
4.0234,5.72616
4.46072,6.65832
4.85363,7.55081
5.19022,8.39337
5.46026,9.17753
5.65556,9.89606
5.93387,10.5426
6.18601,11.1118
6.34137,11.5988
6.39525,11.9996
6.34601,12.311
6.19514,12.5306
5.94722,12.6565
5.62944,12.6877
5.82541,12.5952
6.14924,12.4357
6.40615,12.184
6.56656,11.842
6.6256,11.4126
6.58147,10.8993
6.43551,10.3066
6.19216,9.63951
5.8588,8.90403
5.44555,8.10706
5.2099,7.25672
4.93686,6.36278
4.61192,5.43772
4.24494,4.49922
3.84705,3.57637
3.43034,2.72718
3.00745,2.08485
2.60843,1.90042
2.57042,2.29232
3.00769,3.03746
3.47544,3.92497
3.93565,4.85848
4.37433,5.79444
4.77817,6.70931
5.13492,7.58786
5.43375,8.41882
5.66558,9.19315
5.82339,9.90323
6.14489,10.5425
6.40307,11.1054
6.56484,11.587
6.62528,11.9833
6.58256,12.2911
6.43798,12.5078
6.19592,12.6316
5.87928,12.6615
5.95491,12.5644
6.3001,12.4056
6.55873,12.1554
6.72294,11.816
6.78775,11.3902
6.75118,10.8817
6.61435,10.2949
6.38141,9.63514
6.05944,8.90852
5.66475,8.12231
5.49762,7.28512
5.26828,6.40753
4.98369,5.50337
4.65249,4.59257
4.28474,3.70804
3.89158,2.91263
3.48497,2.3352
3.09078,2.17962
2.97175,2.52933
3.41255,3.21613
3.85443,4.05818
4.28397,4.9586
4.68813,5.86972
5.05464,6.76514
5.37238,7.62789
5.63171,8.44569
5.82475,9.20884
5.94942,9.90935
6.29574,10.5404
6.55561,11.0962
6.72116,11.5719
6.78734,11.9633
6.75216,12.267
6.61668,12.4806
6.38502,12.6023
6.07655,12.631
6.0473,12.5304
6.38615,12.3726
6.64211,12.1244
6.80739,11.7881
6.877,11.3666
