rot_diff,rmsd
6.49461,12.5496
6.78919,12.5038
7.00588,12.3707
7.13812,12.1516
7.18187,11.8484
7.13583,11.4643
7.00137,11.003
6.78259,10.4695
6.48613,9.86951
6.41101,9.21029
6.32406,8.50047
6.17335,7.75077
5.96345,6.97487
5.70073,6.19095
5.42757,5.42447
5.4746,5.04095
5.1957,4.52641
4.90845,4.19199
5.17324,4.09302
5.50756,4.24894
5.80856,4.62982
6.06712,5.17643
6.27537,5.8285
6.42701,6.53799
6.51742,7.26986
6.54387,7.99883
6.50555,8.70624
6.64386,9.37786
6.80839,10.0025
6.90012,10.5711
6.91627,11.0762
6.85635,11.5118
6.7551,11.873
6.66738,12.1559
6.51113,12.3574
6.30386,12.4756
6.60631,12.5092
6.93745,12.4578
7.19189,12.3221
7.36189,12.1034
7.4423,11.8039
7.43068,11.4268
7.32737,10.9762
7.13552,10.4572
6.86094,9.8763
6.74919,9.24104
6.66351,8.56093
6.50944,7.84771
6.29165,7.11642
6.01676,6.38686
5.72536,5.68609
5.7251,5.36809
5.48777,4.94723
5.30097,4.6973
5.50507,4.65382
5.83992,4.82368
6.13575,5.18122
6.38357,5.68164
6.57588,6.27781
6.70682,6.92952
6.77243,7.60537
6.77072,8.2815
6.70173,8.9396
6.72363,9.56545
6.84055,10.1477
6.88806,10.6771
6.86475,11.1463
6.7713,11.5491
6.64084,11.8806
6.58931,12.1369
6.47601,12.3151
6.38057,12.4133
6.64339,12.4305
7.0049,12.3663
7.29204,12.2215
7.49608,11.9977
7.61084,11.6974
7.63283,11.3241
7.56139,10.8822
7.39868,10.3772
7.14964,9.81618
6.97501,9.20743
6.89066,8.56134
6.73539,7.89083
6.51393,7.21232
6.233,6.54711
5.93022,5.92321
5.881,5.67517
5.69117,5.35382
5.63572,5.19258
5.75596,5.21131
6.09144,5.40759
6.38322,5.75782
6.62244,6.2266
6.80184,6.77683
6.91598,7.37564
6.96139,7.99608
6.93669,8.6167
6.84264,9.22051
6.72529,9.79395
6.79488,10.326
6.79942,10.8079
6.73877,11.2321
6.61478,11.593
6.45786,11.8856
6.44165,12.1063
6.37111,12.2524
6.4117,12.3223
6.60472,12.3151
6.98948,12.2309
7.30329,12.0707
7.53662,11.8363
7.68238,11.5307
7.73617,11.1576
7.69633,10.7221
7.56408,10.2303
7.34344,9.68977
7.08162,9.10977
6.99859,8.5017
6.84434,7.8797
6.62353,7.26152
6.34288,6.66955
6.03593,6.13185
5.93758,5.95668
5.79975,5.73812
5.90252,5.66735
6.0122,5.75194
6.25448,5.98287
6.54346,6.33769
6.77646,6.78725
6.9464,7.30185
7.04813,7.85475
7.07855,8.42333
7.03675,8.98901
6.924,9.53665
6.7437,10.0539
6.67279,10.5306
6.6369,10.9585
6.54218,11.3308
6.39153,11.642
6.2117,11.8877
6.22888,12.0648
6.19961,12.1709
6.39631,12.2047
6.58743,12.1657
6.89167,12.0545
7.2253,11.8724
7.48226,11.6218
7.65475,11.3061
7.73753,10.9297
7.72809,10.498
7.62671,10.0181
7.43647,9.49836
7.16315,8.94899
6.98405,8.38256
6.83297,7.81444
6.61713,7.26348
6.34307,6.75259
6.03929,6.3088
5.89312,6.20806
5.90372,6.09374
6.09328,6.11359
6.2404,6.26573
6.34062,6.53658
6.61161,6.90458
6.84096,7.34494
7.00517,7.83334
7.09926,8.3479
7.12037,8.86985
7.06786,9.38342
6.94333,9.87552
6.75056,10.3353
6.49539,10.7538
6.40541,11.1237
6.28094,11.4389
6.10833,11.6946
5.90985,11.8871
5.95745,12.0137
6.05781,12.0727
6.33486,12.0633
6.56213,11.9856
6.73273,11.8407
7.06044,11.6305
7.33467,11.358
7.52879,11.0273
7.63689,10.6434
7.6557,10.2128
7.58466,9.74312
7.4259,9.24395
7.18426,8.72667
6.86707,8.20506
6.70165,7.69568
6.49492,7.21817
6.23356,6.7952
5.94018,6.45148
5.74897,6.42564
5.9677,6.41549
6.2022,6.52492
6.38928,6.74492
6.52326,7.0589
6.60007,7.44617
6.81397,7.88514
6.97636,8.35547
7.06781,8.83906
7.08557,9.3203
7.02908,9.78602
6.90006,10.2251
6.70244,10.6284
6.4422,10.9881
6.12725,11.298
5.96298,11.553
5.77379,11.7492
5.56146,11.8837
5.6356,11.9544
5.92266,11.9605
6.22922,11.9017
6.48752,11.779
6.68974,11.5941
6.82973,11.3497
7.09833,11.0497
7.30831,10.6988
7.4373,10.3031
7.48137,9.87008
7.4392,9.40854
7.31206,8.92925
7.1038,8.44499
6.82076,7.9709
6.47152,7.52461
6.26061,7.1261
6.01768,6.79684
5.74163,6.55791
5.6238,6.60644
5.94631,6.69913
6.22598,6.89615
6.45432,7.18326
6.6244,7.54206
6.73106,7.9528
6.77105,8.39637
6.86085,8.85542
6.95475,9.31477
6.9752,9.76142
6.92158,10.1843
6.7955,10.5743
6.6008,10.9235
6.34339,11.2257
6.03108,11.4757
5.67336,11.6695
5.39806,11.8041
5.17712,11.8775
5.38511,11.8886
5.75233,11.8372
6.08259,11.724
6.36587,11.5509
6.59357,11.3203
6.75878,11.0361
6.85648,10.7028
7.00002,10.3264
7.14481,9.91421
7.21039,9.47479
7.19476,9.01855
7.09839,8.55777
6.92421,8.10685
6.67751,7.6824
6.36578,7.30297
5.99847,6.98828
5.70198,6.75749
5.44965,6.62667
5.4723,6.74812
5.8402,6.9412
6.16389,7.22298
6.43354,7.5756
6.64097,7.97976
6.77988,8.41671
6.84605,8.86938
6.83747,9.32274
6.7635,9.76388
6.79263,10.1819
6.74862,10.5674
6.63282,10.9129
6.44874,11.212
6.20197,11.4596
5.9,11.6515
5.55199,11.7849
5.16852,11.8577
4.76965,11.8688
5.16905,11.8181
5.55198,11.7063
5.89943,11.5351
6.20087,11.3071
6.44714,11.026
6.63077,10.6965
6.74618,10.3245
6.78988,9.91718
6.76832,9.48319
6.85099,9.03284
6.85875,8.57831
6.79139,8.13385
6.65095,7.71583
6.44168,7.34247
6.16994,7.03307
5.84397,6.80627
5.47368,6.67765
5.07706,6.65685
5.67857,6.8489
5.98931,7.1389
6.35454,7.50189
6.6643,7.91768
6.90918,8.36679
7.08176,8.83158
7.1768,9.29667
7.19141,9.7489
7.12515,10.1771
6.98003,10.5721
6.85217,10.9259
6.75367,11.2323
6.58758,11.486
6.35894,11.683
6.07469,11.8202
5.74346,11.8957
5.3753,11.9084
5.15419,11.8579
5.37288,11.7451
5.66441,11.5717
6.02202,11.3402
6.33425,11.0543
6.59162,10.7187
6.78632,10.3394
6.91243,9.92343
6.96614,9.47956
6.94581,9.01815
6.85206,8.55152
6.7781,8.09415
6.7371,7.6628
6.62901,7.2763
6.45713,6.95474
6.22666,6.71783
5.9446,6.5822
5.61952,6.55831
5.43099,6.64808
6.00011,6.90758
6.24195,7.29005
6.46598,7.73
6.81342,8.20599
7.09474,8.69889
7.30139,9.19224
7.42712,9.67213
7.46809,10.1269
7.42307,10.5469
7.29342,10.924
7.08308,11.2516
6.82824,11.5245
6.68695,11.7383
6.48338,11.8899
6.22369,11.9771
5.91578,11.9988
5.61596,11.9545
5.54042,11.845
5.75081,11.6718
5.94094,11.4373
6.12047,11.1451
6.4358,10.7998
6.69645,10.4072
6.89453,9.97425
7.02402,9.50966
7.08099,9.02373
7.06371,8.52884
6.9727,8.03975
6.81074,7.57385
6.611,7.15113
6.53293,6.79359
6.39724,6.52358
6.20807,6.36088
5.97115,6.31881
5.73749,6.40101
5.72755,6.60045
6.22234,6.92344
6.48294,7.39302
6.68923,7.90502
6.86582,8.43766
7.18144,8.97256
7.42154,9.49446
7.57883,9.99077
7.64855,10.4511
7.62856,10.8669
7.51949,11.2311
7.32463,11.538
7.04991,11.7831
6.73328,11.9629
6.56095,12.0751
6.33193,12.118
6.05317,12.0912
5.94066,11.9949
5.89138,11.8306
6.08821,11.6003
6.26208,11.3073
6.38834,10.9559
6.49187,10.5515
6.74791,10.1007
6.94158,9.6119
7.067,9.09488
7.12038,8.56174
7.10008,8.02706
7.00673,7.50848
6.84316,7.02698
6.61433,6.6068
6.35504,6.27416
6.25328,6.05429
6.10417,5.96659
5.91225,6.01949
5.88764,6.20786
5.9311,6.51459
6.3385,6.8963
6.61217,7.44673
6.82782,8.02526
6.97891,8.61048
7.16666,9.18504
7.43856,9.73489
7.62735,10.2486
7.7273,10.7169
7.73539,11.132
7.65137,11.4878
7.47778,11.7793
7.2199,12.0026
6.88555,12.1548
6.5893,12.234
6.39611,12.2392
6.18861,12.1704
6.2155,12.0284
6.19642,11.815
6.37483,11.5329
6.52703,11.1859
6.62379,10.7788
6.66217,10.3176
6.74442,9.80971
6.92602,9.26431
7.04007,8.69245
7.0831,8.10777
7.05382,7.5271
6.9531,6.97125
6.78401,6.46557
6.55168,6.03982
6.26316,5.72603
6.02961,5.55334
5.91812,5.54032
5.80353,5.68845
5.93829,5.98155
6.03547,6.39162
6.34508,6.82649
6.62573,7.45062
6.8466,8.08957
7.00099,8.72281
7.08422,9.33422
7.35192,9.91094
7.57118,10.4426
7.70197,10.9207
7.74031,11.3384
7.68505,11.6901
7.53786,11.9713
7.30322,12.1787
6.98823,12.3097
6.60247,12.3629
6.41429,12.3377
6.36414,12.2343
6.43215,12.054
6.44626,11.7988
6.60197,11.4718
6.72774,11.0771
6.79064,10.6198
6.78875,10.1064
6.72213,9.5447
6.84833,8.94435
6.94404,8.31723
6.9703,7.67822
6.92633,7.04612
6.81345,6.44491
6.6351,5.90496
6.39668,5.46309
6.10543,5.15941
5.7702,5.02883
5.65556,5.08867
5.7009,5.3308
5.88788,5.72548
6.03749,6.23324
6.24187,6.71483
6.52319,7.40466
6.74498,8.09733
6.90051,8.77361
6.98507,9.41867
7.16427,10.0208
7.41204,10.5704
7.57331,11.06
7.64318,11.483
7.61952,11.8346
7.50307,12.1106
7.29735,12.3079
7.0086,12.4244
6.6456,12.4589
6.38591,12.411
6.47334,12.2812
6.58403,12.0709
6.63334,11.7824
6.76274,11.4189
6.85813,10.9846
6.88382,10.4848
6.83903,9.92607
6.72512,9.31629
6.71087,8.66528
6.78182,7.98522
6.7854,7.29156
6.72148,6.60441
6.59201,5.95042
6.40093,5.36508
6.15402,4.89376
5.85879,4.58789
5.5242,4.49129
5.32447,4.61999
5.50314,4.95288
5.73796,5.44382
5.93708,6.04166
6.032,6.56269
6.30767,7.30931
6.52605,8.04847
6.68053,8.76241
6.76641,9.43757
6.88129,10.0632
7.15476,10.6307
7.34523,11.1329
7.44693,11.5639
7.45677,11.9191
7.37445,12.1947
7.20247,12.3878
6.94604,12.4965
6.61296,12.5198
6.31183,12.4574
6.5129,12.3099
6.66652,12.0787
6.75196,11.7664
6.85224,11.376
6.91422,10.9117
6.90049,10.3789
6.81149,9.78386
6.6499,9.13439
6.51781,8.44002
6.55836,7.71265
6.534,6.96755
6.44549,6.22506
6.29552,5.51327
6.08862,4.87182
5.83109,4.35535
5.53073,4.0304
5.19667,3.95506
4.9349,4.14516
5.21628,4.56258
5.49308,5.14163
5.73731,5.81975
5.72185,6.37198
5.98572,7.16558
6.19647,7.94346
6.34771,8.68931
6.43486,9.39074
6.51159,10.0379
6.80715,10.6227
7.02467,11.1385
7.15754,11.5799
7.20174,11.9424
7.15591,12.2223
7.02146,12.417
6.80246,12.5247
6.50555,12.5443
6.21795,12.4757
6.48161,12.3196
6.67711,12.0773
6.79852,11.7511
6.86777,11.3444
6.89432,10.861
6.84016,10.3062
6.70696,9.68585
6.49875,9.00748
6.27502,8.28003
6.28042,7.51466
6.22375,6.72572
6.10675,5.93257
5.93296,5.16286
5.70765,4.45801
5.43767,3.88037
5.13121,3.51449
4.79757,3.4408
4.51875,3.67903
4.84901,4.16995
5.16066,4.82514
5.44424,5.57106
5.3556,6.14521
5.5982,6.97501
5.79272,7.78329
5.93325,8.55499
6.01553,9.27863
6.07487,9.945
6.38147,10.5465
6.62135,11.0769
6.78379,11.5308
6.86216,11.904
6.85408,12.1929
6.75981,12.395
6.58219,12.5083
6.32663,12.5319
6.07352,12.4656
6.38042,12.31
6.6155,12.0665
6.77162,11.7372
6.84404,11.3252
6.83056,10.8344
6.7316,10.2696
6.55015,9.6364
6.29173,8.94182
5.99881,8.1941
5.95861,7.40343
5.86407,6.58277
5.71553,5.74961
5.51535,4.92929
5.26959,4.16157
4.98573,3.51171
4.67236,3.0805
4.33901,2.97945
4.06208,3.24247
4.41249,3.78805
4.75081,4.50197
5.06676,5.29994
5.07723,5.88553
5.35544,6.7397
5.58955,7.56952
5.77244,8.3607
5.89858,9.10232
6.00944,9.78555
6.35465,10.4031
6.62542,10.9487
6.81354,11.4173
6.91331,11.8046
6.92168,12.1071
6.83842,12.322
6.66603,12.4477
6.40977,12.4829
6.14341,12.4273
6.43318,12.2815
6.64615,12.0467
6.81308,11.725
6.91326,11.3192
6.92205,10.8329
6.8392,10.2706
6.66722,9.63776
6.41132,8.94075
6.12143,8.18718
6.06562,7.38629
5.94415,6.5496
5.76071,5.69246
5.52088,4.83696
5.23193,4.01832
4.90263,3.29793
4.54299,2.78289
4.16391,2.61655
3.83659,2.86518
4.14167,3.43392
4.43951,4.18154
4.75737,5.01167
4.76465,5.59684
5.07222,6.46233
5.34121,7.30427
5.56344,8.1083
5.73217,8.86353
5.92081,9.56118
6.29884,10.1939
6.60105,10.7556
6.81826,11.241
6.94389,11.6457
6.97411,11.9662
6.90802,12.1996
6.74761,12.344
6.49776,12.3982
6.24285,12.3617
6.49399,12.2348
6.68173,12.0186
6.81767,11.7149
6.94373,11.3264
6.97439,10.8564
6.90874,10.3092
6.74875,9.68986
6.49929,9.00433
6.24342,8.25969
6.17017,7.4644
6.02501,6.62886
5.81235,5.7666
5.53864,4.89665
5.21218,4.04895
4.8429,3.27631
4.44199,2.67762
4.02163,2.41009
3.66874,2.58692
3.89916,3.12948
4.1485,3.87543
4.42146,4.71269
4.38935,5.28391
4.71917,6.14627
5.01727,6.99023
5.2746,7.80021
5.48336,8.56463
5.77367,9.27429
6.17775,9.92157
6.50584,10.5
6.74797,11.0043
6.8968,11.4297
6.94782,11.7726
6.89946,12.0299
6.75321,12.1995
6.5135,12.2798
6.32244,12.2703
6.48355,12.171
6.64399,11.9828
6.74727,11.7072
6.89654,11.3466
6.94801,10.9042
6.90011,10.3838
6.75429,9.79034
6.51499,9.12931
6.32308,8.4074
6.23112,7.63253
6.06155,6.8143
5.81952,5.96497
5.51238,5.10132
5.14945,4.24882
4.74174,3.45109
4.30163,2.78971
3.84249,2.40731
3.51063,2.45118
3.61528,2.90095
3.80981,3.59774
4.03126,4.41083
3.96273,4.95257
4.307,5.79562
4.62757,6.63077
4.91471,7.43955
5.1597,8.2087
5.57252,8.92804
5.99507,9.58925
6.34268,10.1854
6.60481,10.7107
6.77348,11.1602
6.84359,11.5298
6.81301,11.8162
6.68266,12.017
6.4565,12.1304
6.35729,12.1555
6.40217,12.092
6.53405,11.9404
6.60402,11.7021
6.77314,11.3792
6.8437,10.9744
6.81358,10.4915
6.68368,9.93473
6.45794,9.30953
6.358,8.62214
6.24661,7.88004
6.05265,7.09227
5.782,6.27016
5.4429,5.42887
5.04562,4.59043
4.60223,3.79053
4.12618,3.09263
3.63193,2.60895
3.34814,2.48567
3.29864,2.77475
3.43374,3.3649
3.59863,4.11564
3.49774,4.61005
3.84823,5.4154
4.18393,6.22995
4.49468,7.03006
4.83099,7.79956
5.32344,8.52642
5.75633,9.20118
6.11654,9.8161
6.39312,10.3647
6.57768,10.8415
6.66461,11.2421
6.65129,11.5628
6.53811,11.8006
6.38708,11.9534
6.34633,12.02
6.25233,11.9997
6.35526,11.8926
6.39226,11.6999
6.57725,11.4231
6.66464,11.0646
6.65178,10.6279
6.53905,10.1169
6.38746,9.53656
6.34712,8.8928
6.21617,8.19263
5.99858,7.44453
5.70094,6.65903
5.33231,5.8498
4.90385,5.03596
4.4286,4.24662
3.92095,3.53004
3.45293,2.96854
3.18621,2.68285
2.95885,2.76886
3.03171,3.19448
3.13668,3.83862
3.00851,4.26532
3.35678,5.01181
3.69984,5.7927
4.02727,6.57634
4.54309,7.34184
5.034,8.07435
5.46879,8.7626
5.83427,9.39759
6.11933,9.97196
6.31532,10.4796
6.41631,10.9153
6.41921,11.2749
6.32395,11.555
6.34612,11.7531
6.2899,11.8673
6.13943,11.8967
6.11306,11.8409
6.11842,11.7005
6.31484,11.4767
6.41627,11.1716
6.41962,10.788
6.3248,10.3295
6.34656,9.80054
6.29077,9.20664
6.14073,8.55426
5.90098,7.85122
5.57879,7.10713
5.18396,6.33418
4.72846,5.54878
4.22612,4.77449
3.69219,4.04783
3.3539,3.42798
3.02977,3.00579
2.71037,2.88419
2.6159,3.10227
2.65946,3.5933
2.50989,3.92962
2.84759,4.59259
3.18998,5.32502
3.71544,6.08387
4.2329,6.84119
4.713,7.57785
5.14118,8.27992
5.50444,8.93665
5.79175,9.53942
5.99439,10.0811
6.10621,10.5559
6.12382,10.9589
6.23432,11.2861
6.26148,11.5345
6.18971,11.7016
6.02119,11.7859
5.81478,11.7867
5.79083,11.704
5.99387,11.5384
6.10611,11.2916
6.12415,10.9659
6.23436,10.5643
6.26198,10.0909
6.19067,9.55039
6.02257,8.94873
5.76281,8.29296
5.41927,7.59167
5.00237,6.85555
4.52476,6.09847
4.00095,5.33942
3.63305,4.60614
3.26224,3.9413
2.88356,3.41087
2.50849,3.10408
2.19897,3.09813
2.18145,3.39476
2.01702,3.61705
2.39048,4.16771
2.90471,4.83444
3.41634,5.5594
3.90982,6.30447
4.37018,7.04427
4.78345,7.76102
5.13708,8.44153
5.42034,9.07551
5.62463,9.65467
5.79709,10.1722
6.00794,10.6224
6.12197,11.0007
6.13574,11.3033
6.04881,11.5273
5.86384,11.6706
5.58642,11.7317
5.41942,11.7102
5.62408,11.6062
5.79631,11.4208
6.00759,11.1556
6.12208,10.8132
6.1363,10.3969
6.04984,9.91107
5.86529,9.36071
5.58828,8.7521
5.22721,8.09277
4.79304,7.39197
4.35102,6.66134
3.99256,5.91619
3.59847,5.17776
3.18073,4.47726
2.75202,3.86219
2.32534,3.40248
1.91364,3.1825
1.71717,3.25804
1.70976,3.34485
2.17135,3.75034
2.64716,4.33065
3.12274,5.01138
3.58367,5.74023
4.01594,6.48273
4.40645,7.2156
4.74333,7.92231
5.01636,8.59041
5.38117,9.21014
5.67244,9.77357
5.87166,10.2742
5.97277,10.7065
5.97271,11.0662
5.87147,11.3496
5.67214,11.554
5.38076,11.6775
5.01547,11.719
5.38004,11.678
5.67172,11.5549
5.87137,11.3508
5.97294,11.0678
5.97334,10.7085
5.87256,10.2765
5.67367,9.77627
5.38268,9.21314
5.00845,8.59367
4.72508,7.92579
4.38929,7.21925
4.00041,6.48647
3.57024,5.74397
3.11185,5.01497
2.63914,4.33389
2.16646,3.75291
1.70816,3.34632
1.28272,3.19542
2.34204,4.11918
2.75423,4.20944
3.17525,4.48705
3.59231,4.91294
3.99275,5.44132
4.36443,6.03163
4.69605,6.65201
5.00377,7.27839
5.45349,7.89259
5.8301,8.48059
6.12217,9.03134
6.32082,9.53595
6.42003,9.98717
6.41679,10.3791
6.31119,10.7069
6.10645,10.9668
5.83414,11.1559
5.67946,11.272
5.82897,11.314
6.12144,11.2815
6.32054,11.1746
6.42021,10.9947
6.41744,10.7436
6.31231,10.4241
6.108,10.0401
5.83526,9.59604
5.68096,9.0978
5.44666,8.55243
5.13947,7.96857
4.76871,7.35698
4.34565,6.73124
3.88311,6.10892
3.39515,5.51323
2.89657,4.97496
2.42579,4.53363
2.17817,4.23482
2.68993,3.99142
2.88433,3.88027
3.25605,3.99258
3.62661,4.30782
3.98475,4.77775
4.31962,5.34976
4.65832,5.98
5.15647,6.63564
5.59575,7.29265
5.96285,7.9332
6.24661,8.54369
6.43843,9.1134
6.53249,9.63373
6.52592,10.0977
6.41893,10.4994
6.25115,10.8344
6.19535,11.0987
6.04916,11.2897
6.13108,11.4053
6.24592,11.4443
6.43818,11.4063
6.53269,11.2917
6.52658,11.1017
6.42004,10.8383
6.2518,10.5042
6.19641,10.1033
6.05063,9.64014
5.81886,9.1205
5.50816,8.55138
5.12794,7.94136
4.68975,7.30112
4.20689,6.64422
3.69402,5.98842
3.20089,5.35766
2.91452,4.78464
2.63736,4.31306
3.09379,3.94303
3.1144,3.6252
3.34716,3.54673
3.66637,3.72509
3.97698,4.12233
4.27255,4.67297
4.79656,5.31587
5.27767,6.00534
5.70125,6.70944
6.05447,7.40569
6.32659,8.07767
6.50937,8.71288
6.59724,9.30146
6.58754,9.83541
6.48257,10.3082
6.53993,10.7144
6.50146,11.0497
6.36833,11.3105
6.42774,11.4943
6.41356,11.5992
6.50915,11.6241
6.59746,11.5689
6.58821,11.4341
6.4827,11.221
6.54049,10.9317
6.50245,10.5692
6.36975,10.1373
6.1464,9.64078
5.83918,9.08537
5.45743,8.47817
5.01272,7.82781
4.51856,7.14502
3.98995,6.44361
3.70095,5.74197
3.40268,5.06568
3.10383,4.45136
3.49056,3.97837
3.44681,3.46907
3.44581,3.18615
3.71038,3.19938
3.96967,3.50503
4.40494,4.02951
4.9051,4.68736
5.36369,5.41426
5.7668,6.16788
6.10219,6.9204
6.35968,7.65265
6.53146,8.35056
6.61232,9.00331
6.59979,9.6022
6.68234,10.1401
6.76172,10.6111
6.74318,11.0103
6.62729,11.3338
6.66119,11.5784
6.62428,11.7417
6.53128,11.8224
6.61256,11.8196
6.60046,11.7333
6.68235,11.5644
6.76218,11.3145
6.74409,10.9858
6.62863,10.5816
6.41932,10.106
6.1225,9.56379
5.74718,8.96104
5.30476,8.30496
4.80867,7.60437
4.4595,6.87028
4.1772,6.11701
3.87545,5.36419
3.56342,4.64039
3.86818,4.09424
3.76104,3.43032
3.65121,2.95485
3.75732,2.78335
4.01316,2.974
4.50961,3.46277
4.98063,4.13397
5.41192,4.89764
5.7904,5.69849
6.10456,6.50307
6.34488,7.28973
6.50406,8.04329
6.57727,8.75224
6.61122,9.40749
6.8081,10.0015
6.90977,10.5281
6.91316,10.982
6.81816,11.3588
6.82434,11.6551
6.7634,11.8682
6.60862,11.9962
6.57753,12.0379
6.61072,11.9931
6.80801,11.8619
6.91013,11.6458
6.91397,11.3465
6.81942,10.9668
6.62934,10.5102
6.3495,9.98104
5.9884,9.38466
5.55701,8.72732
5.11459,8.01656
4.88326,7.26158
4.61518,6.47397
4.31848,5.66909
4.00217,4.86892
4.21519,4.28078
4.04754,3.51401
3.87198,2.89158
3.80574,2.54657
4.12168,2.60318
4.58337,3.0376
5.02087,3.70971
5.4209,4.49931
5.77133,5.33627
6.0615,6.18126
6.28262,7.01035
6.42798,7.80737
6.49315,8.56033
6.6393,9.2598
6.85604,9.898
6.97961,10.4684
7.00625,10.9656
6.93516,11.3848
6.91225,11.7224
6.82669,11.9753
6.64886,12.1414
6.49344,12.2193
6.6387,12.2081
6.85586,12.1082
6.97986,11.9202
7.00695,11.6459
6.93631,11.2876
6.77007,10.8485
6.51329,10.3326
6.17376,9.74467
5.76179,9.0905
5.45009,8.37688
5.24801,7.61195
5.00159,6.80567
4.71831,5.97087
4.40675,5.12521
4.52105,4.52403
4.29762,3.70948
4.06142,3.00882
3.85419,2.54719
4.20068,2.47862
4.62398,2.83365
5.02459,3.47694
5.39036,4.266
5.71017,5.11598
5.97433,5.98083
6.17481,6.83366
6.30553,7.65683
6.36252,8.43759
6.59082,9.16597
6.8247,9.83381
6.96909,10.4343
7.01962,10.9617
6.97473,11.411
6.92222,11.7783
6.81223,12.0604
6.61313,12.2548
6.36283,12.3598
6.59016,12.3745
6.82443,12.2989
6.96924,12.1336
7.0202,11.8799
6.97575,11.5401
6.83725,11.1171
6.6089,10.6147
6.29763,10.0375
5.91289,9.39091
5.71008,8.68146
5.54267,7.91681
5.3247,7.10624
5.06279,6.26144
4.7649,5.39814
4.77648,4.80866
4.50367,3.99501
4.21375,3.28413
3.9155,2.78504
4.24777,2.63911
4.63022,2.90429
4.99169,3.48165
5.32121,4.23247
5.60879,5.0631
5.84569,5.92039
6.02472,6.77318
6.14044,7.60141
6.18935,8.39083
6.46726,9.13052
6.71504,9.81169
6.87855,10.427
6.95285,10.9704
6.93568,11.4366
6.85398,11.8214
6.72045,12.1213
6.50251,12.3336
6.20677,12.4566
6.46655,12.4892
6.71469,12.431
6.87861,12.2827
6.95332,12.0453
6.93656,11.7212
6.82884,11.313
6.63343,10.8245
6.35625,10.2603
6.00573,9.62567
5.88668,8.92718
5.75829,8.17247
5.5747,7.37087
5.34148,6.53407
5.06572,5.67762
5.02783,5.1199
4.70965,4.34524
4.3697,3.67506
4.01831,3.20177
4.29498,3.03574
4.62869,3.22965
4.94308,3.72281
5.23495,4.40427
5.48963,5.18434
5.69886,6.00596
5.85627,6.83383
5.9571,7.64484
5.99827,8.42273
6.29175,9.15522
6.54975,9.83258
6.73012,10.4469
6.82737,10.9915
6.83855,11.4608
6.76333,11.8504
6.60399,12.1565
6.36536,12.3764
6.05469,12.508
6.30476,12.5501
6.55644,12.5024
6.73029,12.3654
6.82772,12.1401
6.8393,11.8288
6.76447,11.4342
6.6055,10.96
6.36722,10.411
6.05685,9.79258
5.99389,9.11157
5.90769,8.37599
5.76337,7.59567
5.56529,6.7831
5.31947,5.95486
5.44915,5.44459
5.15714,4.73652
4.8368,4.1391
4.49784,3.72787
4.76892,3.58156
5.09534,3.7358
5.39529,4.15315
5.65966,4.75448
5.88042,5.46468
6.05087,6.22907
6.16585,7.01069
6.22185,7.78419
6.21719,8.53146
6.44599,9.23883
6.65886,9.8956
6.79779,10.4931
6.85857,11.0242
6.87608,11.4829
6.83488,11.8646
6.71441,12.1653
6.5183,12.382
6.25253,12.5128
6.53806,12.5562
6.83076,12.512
7.04432,12.3805
7.17225,12.163
7.21067,11.8616
7.15841,11.4793
7.01706,11.0198
6.79091,10.4881
6.48682,9.89011
6.40489,9.23286
6.31144,8.52509
6.1546,7.77753
5.93915,7.00386
5.7082,6.22228
5.79271,5.77145
5.53538,5.14904
5.24411,4.64258
4.94767,4.31079
5.19454,4.20605
5.51415,4.34793
5.80046,4.71031
6.04477,5.2382
6.23968,5.8737
6.37925,6.56942
6.45927,7.2902
6.47729,8.01038
6.43278,8.71093
6.56733,9.37731
6.7343,9.99805
6.83094,10.5639
6.8543,11.0674
6.83879,11.5023
6.83171,11.8636
6.75133,12.1474
6.60009,12.3505
6.39979,12.4709
6.69871,12.5074
7.02741,12.4596
7.27688,12.3279
7.43955,12.1137
7.51047,11.8193
7.4875,11.4479
7.37134,11.0034
7.1655,10.4911
6.87624,9.91735
6.74954,9.28987
6.65281,8.61816
6.48822,7.91403
6.26076,7.19254
6.0118,6.47347
6.04809,6.091
5.83288,5.56699
5.57928,5.16102
5.38546,4.91596
5.55892,4.86394
5.8724,5.01252
6.14629,5.34083
6.37226,5.80965
6.54346,6.37569
6.6547,7.00051
6.70259,7.65322
6.68569,8.3098
6.6045,8.95164
6.61512,9.56416
6.73498,10.1357
6.78906,10.6568
6.77572,11.1198
6.72784,11.5183
6.75392,11.8475
6.71365,12.1032
6.60823,12.2825
6.52875,12.3833
6.78185,12.4045
7.14042,12.346
7.42091,12.2082
7.6148,11.9929
7.71622,11.7024
7.72207,11.3402
7.63219,10.9108
7.4493,10.4198
7.17896,9.87407
6.98002,9.28207
6.88222,8.65422
6.71418,8.00345
6.48099,7.34607
6.22104,6.70304
6.20754,6.39534
6.0406,5.97787
5.83212,5.67675
5.77616,5.52076
5.85099,5.52698
6.15921,5.69472
6.42227,6.00571
6.63217,6.43064
6.78255,6.93709
6.86885,7.49489
6.88843,8.07832
6.84072,8.66631
6.72715,9.24184
6.5879,9.79114
6.66086,10.303
6.67343,10.7683
6.62522,11.1795
6.54658,11.5306
6.60387,11.8166
6.60249,12.0338
6.54249,12.1794
6.61097,12.2515
6.78495,12.2494
7.16636,12.173
