design name, Legal placement of GU-pairs, Direction of GC-pairs in multiloops, 1-1 Loop Energy V1, Tetraloop similarity, Loops & Stacks, Energy Limit in Tetraloops, Closing GC pairs in 3-1 internal loops, Eli Blue line, Mismatch, Clean plot  stack caps  and safe GC, No Blue Nucleotides in Hook Area, Direction of GC-pairs in multiloops + neckarea, Loop pattern for small multiloops, The 1-1 Loop V1, Berex Loop Basic, Repetition, Green and blue nucleotides a strand + Strong middle half, G's in place of the last A's on the right hand side of any end loop, Ding quad energy, Twisted Basepairs, JP-Stratmark, Eli Green line, Double AU-pair strategy, Tests by Region - boundaries, Multiloop similarity, No blue nucleotides in multiloop ring, Tests by Region - loops, Wrong Direction of GC-pairs in multiloops, Eli Red line, [Example] 60% of pairs should be GC pairs, Tetraloop Pattern, A basic test, Tetraloop blues, Only As in the loops, GC-pairs in junctions, Test by kkohli, Clean Dot Plot, Berex Test, Numbers of yellow nucleotides pr length of string, deivad's strategy, chemical reactivity score
2nd - red boost, 75.218183, N/A, N/A, N/A, 70.176993, 100.000000, N/A, 100.000000, 83.134259, 88.308917, 100.000000, N/A, N/A, 80.000000, 83.740074, 78.794359, 100.000000, 81.000000, 100.000000, 98.000000, 78.132032, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 87.000000, N/A, 100.000000, 93.789062, 94.984375, 91.825998, 100.000000, 79.000000, 100.000000, 94.552213, 99.832961, 87.178611, 100.000000, 81.203749, 88.000000
rattlesnake, 75.218183, N/A, N/A, N/A, 76.726000, 100.000000, N/A, 100.000000, 83.973265, 86.012400, 100.000000, N/A, N/A, 80.000000, 83.740074, 75.013140, 100.000000, 81.000000, 100.000000, 100.000000, 76.524997, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 93.000000, N/A, 100.000000, 97.877604, 94.984375, 96.263208, 100.000000, 79.000000, 100.000000, 90.826414, 99.846161, 90.326367, 100.000000, 80.203311, 90.000000
LM3, 75.218183, N/A, N/A, N/A, 82.473062, 100.000000, N/A, 100.000000, 81.048776, 83.409411, 100.000000, N/A, N/A, 80.000000, 83.740074, 80.361188, 100.000000, 81.000000, 100.000000, 100.000000, 74.917963, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 90.000000, N/A, 100.000000, 89.544271, 94.984375, 89.450042, 100.000000, 78.000000, 100.000000, 88.984908, 99.777530, 87.993853, 100.000000, 79.577109, 88.000000
Madde FRApCo 1, 75.218183, N/A, N/A, N/A, 87.136846, 100.000000, N/A, 100.000000, 81.887782, 80.710404, 100.000000, N/A, N/A, 80.000000, 83.740074, 75.335586, 100.000000, 81.000000, 100.000000, 100.000000, 73.310928, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 89.000000, N/A, 100.000000, 81.210938, 94.984375, 80.044368, 100.000000, 77.000000, 100.000000, 86.836485, 99.683262, 82.995045, 100.000000, 80.537283, 88.000000
What Happened To The Aptamers 2, 75.218183, N/A, N/A, N/A, 74.745533, 100.000000, N/A, 100.000000, 83.250747, 83.496824, 100.000000, N/A, N/A, 80.000000, 83.740074, 75.536577, 87.360254, 81.000000, 81.077367, 99.000000, 76.524997, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 91.000000, N/A, 100.000000, 97.877604, 94.984375, 96.535567, 100.000000, 79.000000, 95.691211, 92.626305, 99.800870, 89.865664, 100.000000, 81.144954, 90.000000
Fragments of Old Winners, 77.133331, 89.334365, N/A, 60.000000, 90.297235, 100.000000, N/A, 100.000000, 83.201420, 83.127298, 100.000000, 89.334365, 85.659576, 80.000000, 81.870037, 83.316618, 100.000000, 83.000000, 80.264957, 99.000000, 78.132032, 100.000000, 100.000000, 99.000000, 90.546265, 100.000000, 73.000000, 94.960352, 100.000000, 84.544271, 84.953125, 94.389487, 100.000000, 81.000000, 87.073633, 100.000000, 99.952759, 84.918474, 92.795368, 86.771000, 97.000000
FNM Apatamet 1st try, 79.859758, 100.000000, N/A, 100.000000, 90.493056, 100.000000, N/A, 100.000000, 80.060766, 84.530066, 100.000000, 100.000000, 85.659576, 80.000000, 81.870037, 79.065692, 74.720508, 83.000000, 75.770492, 97.000000, 81.346101, 100.000000, 92.797168, 99.000000, 100.000000, 100.000000, 61.000000, 89.920703, 100.000000, 81.210938, 84.953125, 81.437719, 100.000000, 83.000000, 95.691211, 91.714193, 99.951477, 88.857999, 100.000000, 86.790924, 91.000000
Freywa - Cross FMN - Reshiram, 79.859758, 89.334365, N/A, 100.000000, 89.030709, 100.000000, N/A, 100.000000, 85.814958, 81.687485, 100.000000, 89.334365, 84.050636, 80.000000, 81.870037, 79.890535, 87.360254, 83.000000, 81.077367, 99.000000, 79.739067, 100.000000, 100.000000, 99.000000, 97.899170, 100.000000, 64.000000, 94.960352, 100.000000, 91.210938, 84.953125, 88.073549, 100.000000, 83.000000, 95.691211, 100.000000, 99.944151, 87.146045, 92.795368, 86.613503, 91.000000
wisdave's apatamer #1, 79.859758, 100.000000, N/A, 100.000000, 87.892877, 100.000000, N/A, 100.000000, 83.171459, 85.940895, 100.000000, 100.000000, 85.659576, 80.000000, 81.870037, 91.143761, 100.000000, 83.000000, 81.077367, 96.000000, 81.346101, 100.000000, 100.000000, 96.000000, 95.798340, 100.000000, 67.000000, 89.920703, 100.000000, 94.544271, 84.953125, 90.029802, 100.000000, 83.000000, 95.691211, 100.000000, 99.952346, 86.575394, 92.795368, 87.239705, 91.000000
Fiskers single aptamer 2, 84.329624, 100.000000, N/A, 100.000000, 91.598614, 100.000000, N/A, 100.000000, 82.513979, 84.532746, 100.000000, 100.000000, 85.659576, 80.000000, 81.870037, 81.697354, 100.000000, 83.000000, 77.220564, 99.000000, 81.346101, 100.000000, 100.000000, 100.000000, 96.848755, 100.000000, 61.000000, 89.920703, 100.000000, 87.877604, 84.953125, 92.165951, 100.000000, 83.000000, 95.691211, 100.000000, 99.952192, 86.369147, 92.795368, 86.196035, 88.000000
Starry's Single III, 79.859758, 100.000000, N/A, 100.000000, 90.330798, 100.000000, N/A, 100.000000, 81.672273, 85.950708, 100.000000, 100.000000, 85.659576, 80.000000, 81.870037, 81.889107, 100.000000, 83.000000, 79.627295, 98.000000, 81.346101, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 68.000000, 89.920703, 100.000000, 84.544271, 84.953125, 83.253181, 100.000000, 83.000000, 95.691211, 100.000000, 99.954966, 88.287348, 100.000000, 85.804659, 90.000000
fold vs shapes, 84.013519, 89.334365, N/A, 100.000000, 92.410903, 100.000000, N/A, 100.000000, 81.146622, 85.919501, 100.000000, 89.334365, 84.050636, 80.000000, 81.870037, 79.197580, 87.360254, 83.000000, 76.495528, 98.000000, 81.346101, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 73.000000, 94.960352, 100.000000, 81.210938, 84.953125, 87.593181, 100.000000, 83.000000, 95.691211, 100.000000, 99.946634, 87.510450, 92.795368, 86.395072, 92.000000
ViennaRNA design 01, 81.807269, 89.334365, N/A, 100.000000, 83.410998, 75.090225, N/A, 100.000000, 79.117192, 71.191047, 94.217676, 89.334365, 85.659576, 80.000000, 81.870037, 81.251820, 100.000000, 80.000000, 72.507664, 97.000000, 74.917963, 100.000000, 92.797168, 99.000000, 95.798340, 100.000000, 46.000000, 94.960352, 100.000000, 71.210938, 84.953125, 77.446470, 100.000000, 77.000000, 78.456055, 91.616912, 99.772349, 82.695327, 100.000000, 76.840853, 88.000000
ViennaRNA design 02, 80.027399, 89.058827, N/A, 0.000000, 85.950325, 83.393483, N/A, 100.000000, 85.373131, 77.045601, 100.000000, 89.058827, 83.567257, 80.000000, 81.870037, 77.839241, 100.000000, 82.000000, 74.479753, 96.000000, 79.739067, 84.513086, 100.000000, 99.000000, 86.344604, 100.000000, 61.000000, 89.920703, 69.378516, 84.544271, 84.953125, 92.014696, 88.809766, 72.000000, 87.073633, 96.590996, 99.832230, 77.449882, 92.795368, 81.410216, 75.000000
ViennaRNA design 03, 83.515422, 89.334365, N/A, 0.000000, 87.585163, 83.393483, N/A, 100.000000, 85.579796, 79.616637, 94.217676, 89.334365, 84.050636, 80.000000, 81.870037, 73.761822, 100.000000, 80.000000, 76.495528, 98.000000, 79.739067, 100.000000, 100.000000, 99.000000, 95.798340, 94.476074, 65.000000, 94.960352, 100.000000, 81.210938, 84.953125, 83.936700, 100.000000, 75.000000, 91.382422, 98.295498, 99.767051, 80.818756, 85.590736, 78.333192, 88.000000
ViennaRNA design 04, 71.924709, 78.117653, N/A, 60.000000, 75.144162, 75.090225, N/A, 100.000000, 83.215001, 64.916564, 94.217676, 78.117653, 81.474938, 80.000000, 81.870037, 75.708780, 100.000000, 80.000000, 69.854226, 97.000000, 74.917963, 100.000000, 100.000000, 98.000000, 91.596680, 100.000000, 61.000000, 89.920703, 100.000000, 67.877604, 84.953125, 72.766627, 77.619531, 76.000000, 78.456055, 69.593585, 99.600345, 82.396840, 85.590736, 71.717184, 84.000000
NUPACK design 01, 79.859758, 89.334365, N/A, 0.000000, 74.267945, 91.696742, N/A, 100.000000, 73.741574, 88.734145, 100.000000, 89.334365, 85.659576, 80.000000, 81.870037, 87.391729, 62.080762, 81.000000, 81.077367, 92.000000, 79.739067, 69.026172, 100.000000, 98.000000, 86.344604, 100.000000, 54.000000, 94.960352, 69.378516, 88.789062, 84.953125, 84.240640, 100.000000, 75.000000, 95.691211, 100.000000, 99.946500, 77.570347, 71.181471, 84.180814, 86.000000
NUPACK design 02, 79.859758, 89.334365, N/A, 60.000000, 75.887905, 100.000000, N/A, 100.000000, 80.265766, 87.259537, 100.000000, 89.334365, 84.050636, 80.000000, 81.870037, 78.725694, 74.720508, 81.000000, 81.033680, 92.000000, 81.346101, 69.026172, 100.000000, 98.000000, 86.344604, 100.000000, 50.000000, 94.960352, 69.378516, 92.122396, 84.953125, 88.439849, 100.000000, 77.000000, 91.382422, 100.000000, 99.928601, 79.725541, 71.181471, 82.004134, 90.000000
NUPACK design 03, 79.859758, 89.334365, N/A, 0.000000, 75.796895, 100.000000, N/A, 100.000000, 81.183773, 87.236589, 100.000000, 89.334365, 84.050636, 80.000000, 81.870037, 88.124540, 87.360254, 82.000000, 79.148966, 91.000000, 79.739067, 53.539258, 100.000000, 98.000000, 98.949585, 100.000000, 70.000000, 94.960352, 54.067773, 88.789062, 84.953125, 83.012354, 100.000000, 79.000000, 95.691211, 100.000000, 99.922474, 79.728661, 63.976839, 86.487953, 80.000000
NUPACK design 04, 79.859758, 89.334365, N/A, 60.000000, 71.260161, 100.000000, N/A, 100.000000, 83.192231, 87.246988, 100.000000, 89.334365, 85.659576, 80.000000, 81.870037, 81.563158, 100.000000, 81.000000, 81.033680, 92.000000, 81.346101, 53.539258, 100.000000, 98.000000, 93.697510, 100.000000, 57.000000, 94.960352, 54.067773, 85.455729, 84.953125, 80.094834, 88.809766, 76.000000, 91.382422, 100.000000, 99.925250, 77.631841, 63.976839, 89.745459, 82.000000
Freywa - Cross FMN R2 - Zekrom, 85.853386, 100.000000, N/A, 100.000000, 89.485560, 100.000000, N/A, 100.000000, 79.000277, 87.340918, 100.000000, 100.000000, 85.659576, 80.000000, 81.870037, 83.143111, 87.360254, 83.000000, 77.220564, 98.000000, 81.346101, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 56.000000, 89.920703, 100.000000, 94.544271, 84.953125, 94.755522, 100.000000, 83.000000, 95.691211, 100.000000, 99.950330, 85.227844, 85.590736, 87.239705, 84.000000
Tadpole 2.0, 82.111823, 89.334365, N/A, 0.000000, 89.916059, 100.000000, N/A, 100.000000, 84.787559, 84.544118, 100.000000, 89.334365, 85.659576, 80.000000, 81.870037, 76.088089, 100.000000, 82.000000, 79.105279, 98.000000, 79.739067, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 70.000000, 94.960352, 100.000000, 84.544271, 84.953125, 94.122468, 100.000000, 79.000000, 91.382422, 100.000000, 99.955229, 83.272438, 92.795368, 84.098104, 89.000000
Kiwi, 79.859758, 100.000000, N/A, 60.000000, 82.931112, 100.000000, N/A, 100.000000, 81.320197, 91.579888, 100.000000, 100.000000, 85.659576, 80.000000, 81.870037, 81.501548, 87.360254, 83.000000, 81.077367, 94.000000, 81.346101, 100.000000, 100.000000, 95.000000, 97.899170, 100.000000, 70.000000, 89.920703, 100.000000, 95.455729, 84.953125, 89.114412, 100.000000, 81.000000, 95.691211, 100.000000, 99.954670, 82.546748, 85.590736, 90.084652, 90.000000
LROppy 93.4% FMN, 79.859758, 89.334365, N/A, 100.000000, 89.028679, 100.000000, N/A, 100.000000, 80.355850, 83.116408, 100.000000, 89.334365, 84.050636, 80.000000, 81.870037, 77.406572, 87.360254, 83.000000, 74.552042, 99.000000, 79.739067, 100.000000, 100.000000, 99.000000, 95.798340, 100.000000, 42.000000, 94.960352, 100.000000, 71.210938, 84.953125, 68.573072, 100.000000, 83.000000, 95.691211, 91.714193, 99.949852, 87.201077, 85.590736, 85.012210, 86.000000
EteRNA ensemble design 01 (L2), 79.859758, 100.000000, N/A, 60.000000, 88.280701, 91.696742, N/A, 100.000000, 82.728168, 83.031316, 100.000000, 100.000000, 85.659576, 80.000000, 81.870037, 75.836616, 100.000000, 80.000000, 73.842091, 94.000000, 79.739067, 100.000000, 85.594336, 99.000000, 89.495850, 100.000000, 56.000000, 89.920703, 100.000000, 91.210938, 100.000000, 86.932650, 100.000000, 86.000000, 95.691211, 91.714193, 99.927131, 89.167369, 78.386103, 83.227282, 85.000000
EteRNA ensemble design 02 (L2), 79.859758, 89.334365, N/A, 100.000000, 89.507948, 75.090225, N/A, 100.000000, 82.439143, 82.904991, 100.000000, 89.334365, 85.659576, 80.000000, 81.870037, 75.303664, 100.000000, 80.000000, 73.595384, 95.000000, 79.739067, 100.000000, 92.797168, 99.000000, 83.193359, 100.000000, 71.000000, 94.960352, 100.000000, 84.544271, 100.000000, 78.374020, 100.000000, 86.000000, 95.691211, 91.714193, 99.893402, 88.287345, 71.181471, 82.209703, 92.000000
EteRNA ensemble design 03 (L2), 79.859758, 89.334365, N/A, 60.000000, 87.179291, 83.393483, N/A, 100.000000, 82.196459, 85.937440, 100.000000, 89.334365, 85.659576, 80.000000, 81.870037, 82.973112, 100.000000, 80.000000, 79.148966, 97.000000, 81.346101, 100.000000, 100.000000, 99.000000, 95.798340, 100.000000, 79.000000, 94.960352, 100.000000, 94.544271, 100.000000, 91.131859, 100.000000, 86.000000, 95.691211, 100.000000, 99.951424, 88.596718, 92.795368, 85.775511, 85.000000
EteRNA ensemble design 04 (L2), 79.859758, 83.726009, N/A, 60.000000, 87.836734, 83.393483, N/A, 100.000000, 84.919388, 82.984077, 100.000000, 83.726009, 82.762787, 80.000000, 81.870037, 83.953343, 100.000000, 80.000000, 69.941601, 92.000000, 81.346101, 100.000000, 71.188672, 98.000000, 98.949585, 100.000000, 55.000000, 92.440527, 100.000000, 84.544271, 100.000000, 77.626367, 100.000000, 86.000000, 95.691211, 90.009691, 99.914518, 88.287345, 100.000000, 83.922997, 89.000000
EteRNA ensemble design 05 (Sparse 5), 79.859758, 89.334365, N/A, 60.000000, 89.434428, 91.696742, N/A, 100.000000, 75.822272, 83.090887, 100.000000, 89.334365, 85.659576, 80.000000, 81.870037, 82.334079, 87.360254, 80.000000, 66.606814, 91.000000, 79.739067, 100.000000, 63.985840, 97.000000, 100.000000, 100.000000, 51.000000, 94.960352, 100.000000, 77.877604, 100.000000, 69.868794, 100.000000, 86.000000, 95.691211, 89.522982, 99.943037, 86.733549, 100.000000, 84.748236, 82.000000
EteRNA ensemble design 06 (Sparse 5), 79.859758, 89.334365, N/A, 60.000000, 88.280701, 91.696742, N/A, 100.000000, 84.992760, 85.923731, 100.000000, 89.334365, 85.659576, 80.000000, 81.870037, 80.710763, 87.360254, 80.000000, 76.495528, 94.000000, 81.346101, 100.000000, 100.000000, 96.000000, 100.000000, 100.000000, 67.000000, 94.960352, 100.000000, 91.210938, 100.000000, 87.306476, 100.000000, 86.000000, 95.691211, 91.714193, 99.947763, 89.167369, 100.000000, 85.488502, 84.000000
EteRNA ensemble design 07 (sparse 5), 79.859758, 89.058827, N/A, 60.000000, 87.459679, 91.696742, N/A, 100.000000, 80.823043, 81.703735, 100.000000, 89.058827, 83.567257, 80.000000, 81.870037, 85.638832, 87.360254, 80.000000, 77.176877, 94.000000, 79.739067, 84.513086, 100.000000, 96.000000, 90.546265, 100.000000, 62.000000, 89.920703, 84.689258, 87.877604, 100.000000, 83.635964, 100.000000, 86.000000, 95.691211, 90.009691, 99.948490, 89.064243, 92.795368, 85.277159, 89.000000
EteRNA ensemble design 08 (sparse 5), 79.859758, 94.667182, N/A, 60.000000, 89.056920, 83.393483, N/A, 100.000000, 78.769710, 87.285094, 100.000000, 94.667182, 84.855106, 80.000000, 81.870037, 87.170116, 100.000000, 80.000000, 74.567127, 95.000000, 82.953136, 100.000000, 85.594336, 98.000000, 93.697510, 100.000000, 58.000000, 92.440527, 100.000000, 87.877604, 100.000000, 82.252807, 100.000000, 86.000000, 95.691211, 91.714193, 99.935425, 89.064243, 100.000000, 84.601382, 93.000000
EteRNA ensemble design 09 (conventional), 79.859758, 83.726009, N/A, 0.000000, 87.645012, 83.393483, N/A, 100.000000, 83.677801, 78.773987, 100.000000, 83.726009, 83.567257, 80.000000, 81.870037, 81.405463, 100.000000, 80.000000, 76.886483, 95.000000, 79.739067, 100.000000, 100.000000, 98.000000, 86.344604, 100.000000, 75.000000, 92.440527, 100.000000, 86.383351, 100.000000, 82.417992, 100.000000, 86.000000, 91.382422, 90.009691, 99.917890, 89.064243, 71.181471, 82.914181, 84.000000
EteRNA ensemble design 10 (conventional), 79.859758, 89.058827, N/A, 60.000000, 83.531380, 91.696742, N/A, 100.000000, 80.378287, 77.169947, 94.217676, 89.058827, 83.567257, 80.000000, 81.870037, 74.724496, 74.720508, 80.000000, 74.479753, 94.000000, 79.739067, 100.000000, 92.797168, 97.000000, 90.546265, 100.000000, 69.000000, 89.920703, 100.000000, 89.831627, 100.000000, 86.248221, 100.000000, 86.000000, 91.382422, 90.009691, 99.865431, 89.064243, 85.590736, 83.149006, 84.000000
EteRNA ensemble design 11 (conventional), 79.859758, 83.174933, N/A, 60.000000, 79.710353, 91.696742, N/A, 100.000000, 80.454588, 75.916278, 100.000000, 83.174933, 79.382619, 80.000000, 81.870037, 91.247535, 100.000000, 80.000000, 78.974217, 97.000000, 79.739067, 100.000000, 100.000000, 99.000000, 98.949585, 100.000000, 65.000000, 82.361230, 100.000000, 93.279903, 100.000000, 92.000985, 100.000000, 86.000000, 91.382422, 85.029029, 99.906525, 89.167369, 100.000000, 86.401713, 82.000000
EteRNA ensemble design 12 (conventional), 79.859758, 83.174933, N/A, 60.000000, 80.423623, 91.696742, N/A, 100.000000, 78.636416, 75.922483, 100.000000, 83.174933, 79.382619, 80.000000, 81.870037, 87.994959, 87.360254, 80.000000, 79.017905, 94.000000, 79.739067, 84.513086, 100.000000, 98.000000, 94.747925, 100.000000, 64.000000, 82.361230, 84.689258, 89.831627, 100.000000, 88.437775, 100.000000, 86.000000, 91.382422, 85.029029, 99.908182, 89.064243, 100.000000, 86.297346, 90.000000
Brourd - FMNA 1, 82.180545, 89.334365, 83.492505, 100.000000, 91.767857, 100.000000, N/A, 100.000000, 79.779158, 86.147256, 100.000000, 89.334365, 84.050636, 82.483287, 83.542070, 90.460506, 100.000000, 80.000000, 81.077367, 99.000000, 82.953136, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 72.000000, 94.960352, 100.000000, 89.275454, 100.000000, 85.678834, 100.000000, 84.000000, 95.691211, 100.000000, 99.944807, 88.668486, 100.000000, 87.253506, 95.000000
The Revolution of the Mobile Archer, 84.578924, 89.334365, 80.000000, 100.000000, 99.587285, 100.000000, N/A, 100.000000, 83.963223, 82.150205, 100.000000, 89.334365, 85.659576, 78.608855, 81.870037, 82.227767, 100.000000, 83.000000, 71.435360, 97.000000, 81.346101, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 78.000000, 94.960352, 100.000000, 69.920615, 84.953125, 85.821717, 100.000000, 82.000000, 95.691211, 100.000000, 99.817145, 86.122710, 100.000000, 86.222391, 91.000000
Fragments of old Winners (3), 78.146673, 89.334365, 83.492505, 100.000000, 93.219359, 100.000000, N/A, 100.000000, 82.634427, 82.619309, 100.000000, 89.334365, 85.659576, 82.483287, 83.542070, 81.647782, 87.360254, 83.000000, 80.221270, 98.000000, 79.739067, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 71.000000, 94.960352, 100.000000, 82.823841, 84.953125, 93.921757, 100.000000, 78.000000, 82.764844, 100.000000, 99.942400, 83.271915, 93.052676, 87.384758, 91.000000
Smart Solution, 85.652168, 89.334365, 80.000000, 100.000000, 99.788969, 100.000000, N/A, 100.000000, 82.767390, 83.316879, 100.000000, 89.334365, 85.659576, 82.675097, 81.870037, 82.984177, 100.000000, 83.000000, 69.506959, 98.000000, 81.346101, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 67.000000, 94.960352, 100.000000, 73.146421, 84.953125, 90.557322, 100.000000, 83.000000, 95.691211, 100.000000, 99.815462, 86.222151, 93.052676, 88.249580, 87.000000
Lump In My Throat, 80.830014, 89.334365, 83.492505, 100.000000, 93.654717, 100.000000, N/A, 100.000000, 80.826233, 82.547303, 100.000000, 89.334365, 85.659576, 82.483287, 83.542070, 82.329535, 74.720508, 83.000000, 79.017905, 97.000000, 78.132032, 100.000000, 100.000000, 97.000000, 100.000000, 100.000000, 71.000000, 94.960352, 100.000000, 86.049647, 84.953125, 98.000384, 100.000000, 78.000000, 82.764844, 100.000000, 99.923174, 82.071933, 86.105352, 90.408188, 90.000000
JP-14-0-17 (FMN-SBS II), 82.180545, 94.667182, 83.492505, 100.000000, 93.268402, 100.000000, N/A, 100.000000, 82.020654, 86.184702, 100.000000, 94.667182, 84.855106, 82.483287, 83.542070, 75.702269, 100.000000, 83.000000, 78.902259, 99.000000, 82.953136, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 75.000000, 92.440527, 100.000000, 86.049647, 84.953125, 85.317484, 100.000000, 81.000000, 95.691211, 100.000000, 99.954806, 87.269623, 100.000000, 87.152194, 91.000000
SBSII-2, 82.180545, 89.334365, 83.492505, 100.000000, 90.087222, 100.000000, N/A, 100.000000, 80.515622, 87.329000, 100.000000, 89.334365, 84.050636, 82.483287, 83.542070, 89.072114, 62.080762, 83.000000, 81.077367, 96.000000, 82.953136, 100.000000, 100.000000, 96.000000, 100.000000, 100.000000, 82.000000, 94.960352, 100.000000, 95.727067, 84.953125, 90.872891, 100.000000, 81.000000, 95.691211, 100.000000, 99.947148, 85.618810, 100.000000, 89.030800, 78.000000
Mod of Quasispecies design Fragments of old winners, 82.931289, 89.334365, 83.492505, 100.000000, 92.243001, 100.000000, N/A, 100.000000, 81.154050, 89.665414, 100.000000, 89.334365, 85.659576, 82.483287, 83.542070, 80.702559, 87.360254, 83.000000, 80.352331, 98.000000, 84.560171, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 75.000000, 94.960352, 100.000000, 92.501260, 84.953125, 92.742022, 100.000000, 81.000000, 95.691211, 100.000000, 99.944601, 85.519370, 93.052676, 88.117589, 82.000000
NUPACK design 01, 82.180545, 89.334365, 83.492505, 60.000000, 73.181392, 100.000000, N/A, 100.000000, 79.157936, 90.775340, 100.000000, 89.334365, 84.050636, 80.000000, 81.870037, 88.908187, 100.000000, 82.000000, 81.077367, 91.000000, 84.560171, 69.026172, 100.000000, 96.000000, 100.000000, 100.000000, 48.000000, 94.960352, 69.378516, 84.918095, 84.953125, 78.519076, 100.000000, 77.000000, 95.691211, 100.000000, 99.927766, 77.753782, 51.368732, 85.945344, 90.000000
NUPACK design 02, 82.180545, 89.334365, 80.000000, 60.000000, 72.901851, 91.696742, N/A, 100.000000, 80.709064, 89.669829, 100.000000, 89.334365, 85.659576, 82.675097, 81.870037, 93.800978, 100.000000, 82.000000, 81.033680, 92.000000, 84.560171, 69.026172, 100.000000, 97.000000, 100.000000, 100.000000, 85.000000, 94.960352, 69.378516, 84.918095, 84.953125, 79.373535, 100.000000, 79.000000, 91.382422, 100.000000, 99.945780, 76.196181, 58.316056, 85.527876, 75.000000
NUPACK design 03, 82.180545, 89.334365, 80.000000, 60.000000, 77.284364, 100.000000, N/A, 100.000000, 83.691454, 84.817636, 100.000000, 89.334365, 85.659576, 80.000000, 81.870037, 84.019829, 100.000000, 82.000000, 78.336555, 92.000000, 81.346101, 84.513086, 100.000000, 97.000000, 100.000000, 100.000000, 64.000000, 94.960352, 84.689258, 91.369708, 84.953125, 87.082421, 100.000000, 77.000000, 87.073633, 100.000000, 99.902982, 79.082854, 51.368732, 81.037793, 87.000000
NUPACK design 04, 82.180545, 89.058827, 80.000000, 60.000000, 73.115465, 100.000000, N/A, 100.000000, 81.270898, 84.904138, 100.000000, 89.058827, 83.567257, 80.000000, 81.870037, 85.868459, 100.000000, 82.000000, 78.292868, 91.000000, 82.953136, 69.026172, 100.000000, 97.000000, 100.000000, 100.000000, 53.000000, 89.920703, 69.378516, 88.143901, 84.953125, 82.400220, 100.000000, 77.000000, 87.073633, 98.295498, 99.926079, 78.403493, 44.421409, 81.794454, 85.000000
ViennaRNA design 01, 74.484302, 89.334365, 80.000000, 60.000000, 87.937289, 91.696742, N/A, 100.000000, 75.632650, 82.805890, 94.217676, 89.334365, 84.050636, 80.000000, 81.870037, 81.522287, 100.000000, 80.000000, 79.061592, 97.000000, 79.739067, 100.000000, 100.000000, 98.000000, 100.000000, 94.476074, 70.000000, 94.960352, 84.689258, 92.501260, 84.953125, 86.547896, 88.809766, 72.000000, 87.073633, 98.295498, 99.679024, 76.309082, 65.263380, 77.991268, 87.000000
ViennaRNA design 02, 80.302076, 89.334365, 80.000000, 60.000000, 86.087641, 75.090225, N/A, 63.429297, 79.863006, 75.370782, 100.000000, 89.334365, 85.659576, 78.608855, 81.870037, 81.772735, 74.720508, 81.000000, 63.343986, 94.000000, 78.132032, 100.000000, 78.391504, 98.000000, 100.000000, 100.000000, 82.000000, 94.960352, 100.000000, 73.146421, 84.953125, 76.707006, 100.000000, 78.000000, 78.456055, 90.801037, 99.259762, 83.896243, 100.000000, 74.849489, 80.000000
ViennaRNA design 03, 85.713981, 77.842115, 80.000000, 0.000000, 75.453901, 83.393483, N/A, 100.000000, 81.009724, 69.867707, 100.000000, 77.842115, 79.382619, 80.000000, 81.870037, 80.942826, 100.000000, 81.000000, 68.563487, 94.000000, 79.739067, 100.000000, 78.391504, 97.000000, 100.000000, 100.000000, 57.000000, 84.881055, 100.000000, 69.920615, 84.953125, 70.813848, 88.809766, 71.000000, 78.456055, 81.443241, 99.669562, 80.002240, 72.210704, 71.841560, 85.000000
ViennaRNA design 04, 80.932758, 89.334365, 83.492505, 0.000000, 84.472976, 83.393483, N/A, 75.619531, 85.645708, 73.392455, 94.217676, 89.334365, 84.050636, 80.000000, 81.870037, 76.772445, 87.360254, 80.000000, 67.925825, 93.000000, 78.132032, 100.000000, 92.797168, 96.000000, 100.000000, 100.000000, 66.000000, 94.960352, 100.000000, 73.146421, 84.953125, 80.801766, 77.619531, 74.000000, 78.456055, 92.182167, 99.044726, 79.932449, 86.105352, 83.627771, 76.000000
Fragments of Old Winners (4), 82.180545, 100.000000, 83.492505, 100.000000, 92.490800, 100.000000, N/A, 100.000000, 78.710446, 86.183494, 100.000000, 100.000000, 85.659576, 82.483287, 83.542070, 84.749670, 100.000000, 80.000000, 80.352331, 99.000000, 84.560171, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 77.000000, 89.920703, 100.000000, 86.049647, 100.000000, 81.156845, 100.000000, 84.000000, 95.691211, 91.714193, 99.954483, 89.218757, 100.000000, 86.575120, 93.000000
