design name, Legal placement of GU-pairs, Direction of GC-pairs in multiloops, 1-1 Loop Energy V1, Tetraloop similarity, Loops & Stacks, Energy Limit in Tetraloops, Closing GC pairs in 3-1 internal loops, Eli Blue line, Mismatch, Clean plot  stack caps  and safe GC, No Blue Nucleotides in Hook Area, Direction of GC-pairs in multiloops + neckarea, Loop pattern for small multiloops, The 1-1 Loop V1, Berex Loop Basic, Repetition, Green and blue nucleotides a strand + Strong middle half, G's in place of the last A's on the right hand side of any end loop, Ding quad energy, Twisted Basepairs, JP-Stratmark, Eli Green line, Double AU-pair strategy, Tests by Region - boundaries, Multiloop similarity, No blue nucleotides in multiloop ring, Tests by Region - loops, Wrong Direction of GC-pairs in multiloops, Eli Red line, [Example] 60% of pairs should be GC pairs, Tetraloop Pattern, A basic test, Tetraloop blues, Only As in the loops, GC-pairs in junctions, Test by kkohli, Clean Dot Plot, Berex Test, Numbers of yellow nucleotides pr length of string, deivad's strategy, chemical reactivity score
Psycho Pinwheel, 91.463696, 100.000000, 86.985010, 100.000000, 91.685285, 100.000000, N/A, 100.000000, 85.797095, 83.485604, 100.000000, 100.000000, N/A, 92.416435, 88.360166, 89.943831, 100.000000, 84.000000, 80.858932, 97.000000, 95.809414, 100.000000, 100.000000, 97.000000, 100.000000, 100.000000, 83.000000, 87.400879, 100.000000, 92.501260, 79.937500, 85.977075, 100.000000, 74.000000, 74.147266, 100.000000, 99.973263, 89.903671, 100.000000, 95.272262, 90.000000
Vienna RNA bot design 01, 81.759441, 88.783289, 83.492505, 40.000000, 77.797284, 83.393483, N/A, 100.000000, 76.269471, 73.117934, 100.000000, 88.783289, N/A, 80.000000, 80.000000, 86.115348, 100.000000, 81.000000, 75.117415, 94.000000, 90.988310, 84.513086, 100.000000, 94.000000, 100.000000, 72.380371, 64.000000, 82.361230, 84.689258, 89.275454, 79.937500, 85.537370, 100.000000, 57.000000, 74.147266, 88.935479, 97.468094, 73.207590, 82.448866, 57.928799, 63.000000
Vienna RNA bot design 02, 88.123863, 72.509298, 86.985010, 60.000000, 79.364685, 75.090225, N/A, 100.000000, 82.880822, 64.628997, 94.217676, 72.509298, N/A, 87.449861, 85.016100, 78.227096, 100.000000, 81.000000, 74.305004, 96.000000, 86.167206, 100.000000, 100.000000, 96.000000, 100.000000, 55.808594, 57.000000, 84.881055, 100.000000, 76.372228, 79.937500, 74.481377, 77.619531, 56.000000, 52.603320, 86.032722, 96.667228, 79.009336, 82.448866, 71.050348, 73.000000
Vienna RNA bot design 03, 90.738755, 77.842115, 83.492505, 60.000000, 75.394333, 66.786966, N/A, 100.000000, 79.122703, 68.486196, 94.217676, 77.842115, N/A, 87.641671, 83.344066, 81.379082, 100.000000, 81.000000, 78.755782, 99.000000, 87.774240, 100.000000, 100.000000, 99.000000, 100.000000, 94.476074, 58.000000, 82.361230, 100.000000, 73.146421, 79.937500, 63.745807, 100.000000, 64.000000, 39.676953, 74.323444, 98.148132, 83.218190, 100.000000, 64.669802, 76.000000
Vienna RNA bot design 04, 91.463696, 94.391644, 83.492505, 40.000000, 79.043861, 83.393483, N/A, 100.000000, 82.463548, 73.751372, 94.217676, 94.391644, N/A, 82.483287, 81.672033, 86.136304, 100.000000, 81.000000, 78.843156, 96.000000, 90.988310, 100.000000, 100.000000, 96.000000, 100.000000, 72.380371, 60.000000, 84.881055, 100.000000, 86.049647, 79.937500, 76.564123, 100.000000, 61.000000, 56.912109, 84.081943, 98.013060, 82.406040, 88.299244, 70.379600, 70.000000
Vienna RNA bot design 05, 88.443604, 77.842115, 80.000000, 100.000000, 75.636692, 100.000000, N/A, 100.000000, 81.934575, 73.587988, 88.435352, 77.842115, N/A, 83.575430, 83.344066, 84.067349, 100.000000, 80.000000, 78.118120, 97.000000, 90.988310, 100.000000, 100.000000, 98.000000, 100.000000, 72.380371, 70.000000, 82.361230, 100.000000, 79.598034, 79.937500, 72.682979, 77.619531, 56.000000, 52.603320, 83.074154, 98.608352, 77.946566, 82.448866, 68.089177, 75.000000
Vienna RNA bot design 06, 87.136158, 83.174933, 80.000000, 40.000000, 68.861803, 75.090225, N/A, 100.000000, 77.305736, 66.153671, 88.435352, 83.174933, N/A, 84.966574, 83.344066, 85.129424, 100.000000, 81.000000, 76.146031, 98.000000, 86.167206, 100.000000, 100.000000, 99.000000, 100.000000, 50.284668, 53.000000, 79.841406, 100.000000, 76.372228, 79.937500, 73.573514, 77.619531, 55.000000, 39.676953, 71.528275, 97.525328, 73.193509, 88.299244, 64.150224, 69.000000
Vienna RNA bot design 07, 87.749564, 83.450471, 80.000000, 40.000000, 85.502828, 83.393483, N/A, 100.000000, 78.368602, 69.643247, 94.217676, 83.450471, N/A, 78.501663, 80.000000, 84.586263, 100.000000, 81.000000, 76.914755, 98.000000, 84.560171, 100.000000, 100.000000, 99.000000, 100.000000, 94.476074, 76.000000, 84.881055, 100.000000, 82.823841, 79.937500, 83.561432, 100.000000, 67.000000, 52.603320, 87.276847, 97.555074, 84.665851, 82.448866, 74.729946, 69.000000
Vienna RNA bot design 08, 82.221201, 83.450471, 80.000000, 100.000000, 76.622925, 66.786966, N/A, 100.000000, 80.022670, 70.534348, 100.000000, 83.450471, N/A, 87.833481, 81.672033, 78.282290, 100.000000, 81.000000, 72.289228, 96.000000, 89.381275, 100.000000, 100.000000, 96.000000, 100.000000, 83.428223, 63.000000, 84.881055, 100.000000, 76.372228, 79.937500, 76.226372, 77.619531, 61.000000, 52.603320, 79.160954, 98.507088, 76.807626, 76.598488, 57.116968, 68.000000
NUPACK design 01, 91.463696, 94.667182, 83.492505, 60.000000, 74.859626, 100.000000, N/A, 100.000000, 83.568963, 90.902533, 100.000000, 94.667182, N/A, 79.700998, 81.672033, 82.389254, 100.000000, 80.000000, 79.105279, 94.000000, 95.809414, 84.513086, 100.000000, 94.000000, 100.000000, 83.428223, 74.000000, 89.920703, 84.689258, 91.369708, 79.937500, 90.398306, 100.000000, 62.000000, 91.382422, 100.000000, 99.510727, 79.718299, 76.598488, 74.374135, 77.000000
NUPACK design 02, 91.463696, 94.667182, 83.492505, 60.000000, 70.679275, 91.696742, N/A, 100.000000, 79.918000, 91.827930, 100.000000, 94.667182, N/A, 90.508577, 81.672033, 79.566234, 100.000000, 81.000000, 81.033680, 94.000000, 97.416449, 84.513086, 100.000000, 94.000000, 100.000000, 44.760742, 55.000000, 89.920703, 84.689258, 88.143901, 79.937500, 87.318217, 100.000000, 59.000000, 91.382422, 100.000000, 99.494732, 76.760014, 76.598488, 85.013947, 88.000000
NUPACK design 03, 91.463696, 89.334365, 90.477515, 40.000000, 77.987018, 91.696742, N/A, 100.000000, 82.590006, 88.744579, 100.000000, 89.334365, N/A, 87.641671, 83.344066, 84.787176, 100.000000, 80.000000, 80.989993, 96.000000, 95.809414, 100.000000, 100.000000, 96.000000, 100.000000, 72.380371, 71.000000, 92.440527, 100.000000, 94.595514, 79.937500, 91.929686, 88.809766, 65.000000, 87.073633, 100.000000, 99.573452, 81.839192, 88.299244, 84.444405, 83.000000
NUPACK design 04, 91.463696, 94.667182, 80.000000, 0.000000, 80.398777, 91.696742, N/A, 100.000000, 85.241251, 88.190670, 100.000000, 94.667182, N/A, 79.700998, 81.672033, 87.143185, 100.000000, 81.000000, 80.902619, 95.000000, 94.202379, 100.000000, 100.000000, 95.000000, 100.000000, 94.476074, 70.000000, 89.920703, 100.000000, 97.821321, 79.937500, 97.626558, 88.809766, 65.000000, 78.456055, 98.295498, 99.688638, 82.737405, 94.149622, 84.622098, 89.000000
Final Frontier, 91.463696, 100.000000, 97.462525, 100.000000, 90.833232, 100.000000, N/A, 100.000000, 79.741694, 86.838086, 100.000000, 100.000000, N/A, 92.416435, 88.360166, 79.290069, 100.000000, 82.000000, 81.033680, 99.000000, 92.595344, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 76.000000, 87.400879, 100.000000, 95.727067, 79.937500, 88.843549, 100.000000, 71.000000, 91.382422, 100.000000, 99.966403, 87.289179, 100.000000, 94.438791, 90.000000
Ding's Round 2 Bulged Star, 91.463696, 100.000000, 90.477515, 100.000000, 90.617345, 100.000000, N/A, 100.000000, 83.895030, 80.791392, 100.000000, 100.000000, N/A, 92.416435, 88.360166, 88.002930, 100.000000, 84.000000, 80.858932, 98.000000, 90.988310, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 86.000000, 87.400879, 100.000000, 86.049647, 79.937500, 82.914315, 100.000000, 77.000000, 65.529687, 100.000000, 99.967970, 92.446851, 100.000000, 89.513391, 98.000000
Mat - Bulged star v1.1 (re-submitted), 91.463696, 94.667182, 86.985010, 100.000000, 90.091739, 100.000000, N/A, 100.000000, 85.028505, 83.472698, 100.000000, 94.667182, N/A, 92.416435, 88.360166, 76.411855, 100.000000, 80.000000, 80.858932, 97.000000, 95.809414, 100.000000, 100.000000, 97.000000, 100.000000, 100.000000, 85.000000, 89.920703, 100.000000, 92.501260, 100.000000, 90.788265, 100.000000, 82.000000, 74.147266, 91.714193, 99.969817, 94.280673, 100.000000, 94.434744, 94.000000
Starlight - round 2, 91.463696, 100.000000, 90.477515, 100.000000, 85.909221, 100.000000, N/A, 100.000000, 90.640031, 87.571086, 100.000000, 100.000000, N/A, 92.416435, 88.360166, 76.201408, 100.000000, 84.000000, 80.815245, 99.000000, 99.023483, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 58.000000, 87.400879, 100.000000, 98.952873, 79.937500, 90.428333, 100.000000, 78.000000, 69.838477, 100.000000, 99.974204, 88.775288, 100.000000, 100.316537, 84.000000
neck exercises, 91.463696, 89.334365, 86.985010, 100.000000, 91.306566, 100.000000, N/A, 100.000000, 83.895030, 80.998290, 100.000000, 89.334365, N/A, 92.416435, 88.360166, 85.241803, 100.000000, 84.000000, 80.771557, 97.000000, 95.809414, 100.000000, 100.000000, 97.000000, 100.000000, 100.000000, 80.000000, 92.440527, 100.000000, 86.049647, 79.937500, 82.059855, 100.000000, 77.000000, 65.529687, 100.000000, 99.948047, 92.471819, 100.000000, 92.045647, 91.000000
Berex Bulged Star 2-1, 91.463696, 100.000000, 86.985010, 60.000000, 90.290932, 100.000000, N/A, 100.000000, 85.628087, 83.461443, 100.000000, 100.000000, N/A, 92.416435, 88.360166, 72.262979, 100.000000, 81.000000, 80.858932, 98.000000, 95.809414, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 89.000000, 87.400879, 100.000000, 92.501260, 94.984375, 91.691276, 100.000000, 81.000000, 74.147266, 91.714193, 99.966812, 93.733548, 100.000000, 94.986673, 91.000000
Re-Axe of Kuh, 91.463696, 100.000000, 90.477515, 100.000000, 92.418240, 100.000000, N/A, 100.000000, 83.763652, 81.094432, 100.000000, 100.000000, N/A, 92.416435, 88.360166, 76.421846, 100.000000, 84.000000, 80.815245, 97.000000, 95.809414, 100.000000, 100.000000, 97.000000, 100.000000, 100.000000, 93.000000, 87.400879, 100.000000, 86.049647, 79.937500, 81.419011, 100.000000, 78.000000, 69.838477, 100.000000, 99.973717, 93.018944, 100.000000, 92.358748, 90.000000
The AAAAlliance, 91.463696, 89.334365, 90.477515, 100.000000, 85.188771, 83.393483, N/A, 100.000000, 86.053742, 86.858049, 100.000000, 89.334365, N/A, 92.416435, 88.360166, 85.827333, 100.000000, 80.000000, 80.815245, 95.000000, 97.416449, 84.513086, 100.000000, 96.000000, 100.000000, 100.000000, 85.000000, 92.440527, 84.689258, 98.952873, 100.000000, 98.123325, 100.000000, 82.000000, 69.838477, 100.000000, 99.971734, 90.963789, 100.000000, 99.113735, 92.000000
Shuriken, 91.463696, 100.000000, 93.970020, 60.000000, 89.214320, 100.000000, N/A, 100.000000, 84.220934, 82.480744, 100.000000, 100.000000, N/A, 92.416435, 88.360166, 83.478009, 100.000000, 81.000000, 80.902619, 98.000000, 92.595344, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 78.000000, 87.400879, 100.000000, 89.275454, 79.937500, 84.338888, 100.000000, 68.000000, 78.456055, 100.000000, 99.968041, 86.332195, 100.000000, 85.635001, 82.000000
Ford Prefect, 91.463696, 100.000000, 90.477515, 100.000000, 85.909221, 100.000000, N/A, 100.000000, 84.062848, 87.569207, 100.000000, 100.000000, N/A, 92.416435, 88.360166, 87.505429, 100.000000, 84.000000, 80.815245, 96.000000, 97.416449, 100.000000, 100.000000, 96.000000, 100.000000, 100.000000, 78.000000, 87.400879, 100.000000, 98.952873, 79.937500, 89.894295, 100.000000, 78.000000, 69.838477, 100.000000, 99.973702, 88.775288, 100.000000, 100.577455, 90.000000
Starry's Bulged Star III, 91.463696, 89.334365, 86.985010, 100.000000, 89.902487, 100.000000, N/A, 100.000000, 86.574335, 82.502121, 100.000000, 89.334365, N/A, 92.416435, 88.360166, 85.061847, 100.000000, 84.000000, 80.771557, 99.000000, 94.202379, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 80.000000, 92.440527, 100.000000, 89.275454, 79.937500, 84.445695, 100.000000, 78.000000, 65.529687, 100.000000, 99.973749, 92.555558, 100.000000, 92.410932, 94.000000
Fixing Ding's Round One Star, 91.463696, 100.000000, 97.462525, 100.000000, 90.298932, 100.000000, N/A, 100.000000, 89.892040, 86.577947, 100.000000, 100.000000, N/A, 92.416435, 88.360166, 81.105766, 100.000000, 84.000000, 80.989993, 99.000000, 94.202379, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 93.000000, 87.400879, 100.000000, 98.952873, 79.937500, 91.175985, 100.000000, 78.000000, 87.073633, 100.000000, 99.972111, 88.775288, 94.149622, 97.872675, 90.000000
Berex Bulged Star 3-1, 91.463696, 89.334365, 93.970020, 100.000000, 85.721694, 100.000000, N/A, 100.000000, 85.496709, 89.104777, 100.000000, 89.334365, N/A, 92.416435, 88.360166, 87.865342, 100.000000, 84.000000, 80.902619, 96.000000, 97.416449, 100.000000, 100.000000, 96.000000, 100.000000, 100.000000, 87.000000, 92.440527, 100.000000, 97.821321, 79.937500, 90.358796, 100.000000, 78.000000, 78.456055, 100.000000, 99.932712, 87.000238, 94.149622, 100.107804, 91.000000
Default title, 91.463696, 89.334365, 90.477515, 60.000000, 87.161185, 91.696742, N/A, 100.000000, 83.420717, 86.145353, 100.000000, 89.334365, N/A, 92.416435, 88.360166, 81.931273, 100.000000, 80.000000, 80.815245, 94.000000, 95.809414, 100.000000, 100.000000, 94.000000, 100.000000, 100.000000, 76.000000, 92.440527, 100.000000, 95.727067, 100.000000, 94.776217, 100.000000, 82.000000, 69.838477, 91.714193, 99.969355, 92.738839, 100.000000, 99.009368, 86.000000
Mat - Bulged star v1(re-submitted), 91.463696, 100.000000, 86.985010, 100.000000, 90.091739, 100.000000, N/A, 100.000000, 85.178103, 83.459050, 100.000000, 100.000000, N/A, 92.416435, 88.360166, 72.909946, 100.000000, 80.000000, 80.858932, 98.000000, 95.809414, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 88.000000, 87.400879, 100.000000, 92.501260, 100.000000, 91.162091, 100.000000, 82.000000, 74.147266, 91.714193, 99.966173, 94.280673, 100.000000, 94.617386, 90.000000
3Axe of Kuh, 91.463696, 100.000000, 90.477515, 100.000000, 91.479610, 100.000000, N/A, 100.000000, 81.174365, 82.501245, 100.000000, 100.000000, N/A, 92.416435, 88.360166, 76.677953, 100.000000, 84.000000, 80.858932, 97.000000, 95.809414, 100.000000, 100.000000, 97.000000, 100.000000, 100.000000, 83.000000, 87.400879, 100.000000, 89.275454, 79.937500, 83.751447, 100.000000, 70.000000, 74.147266, 100.000000, 99.973515, 87.743729, 100.000000, 92.750124, 88.000000
Ding's Branches 1, 84.501333, 100.000000, N/A, 60.000000, 94.805260, 100.000000, N/A, 100.000000, 80.658756, 82.812877, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 86.222933, 100.000000, 84.000000, 76.495528, 97.000000, 84.560171, 100.000000, 92.797168, 99.000000, 93.697510, 100.000000, 72.000000, 77.321582, 100.000000, 82.726089, 79.937500, 81.317110, 100.000000, 88.000000, 95.691211, 91.714193, 99.976187, 87.907643, 100.000000, 92.651937, 97.000000
Branches, 84.501333, 100.000000, N/A, 100.000000, 95.078828, 100.000000, N/A, 100.000000, 82.380950, 85.830382, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 74.303037, 100.000000, 84.000000, 100.000000, 99.000000, 90.988310, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 64.000000, 77.321582, 100.000000, 88.786695, 79.937500, 84.320476, 100.000000, 88.000000, 100.000000, 91.714193, 99.976529, 89.317811, 93.461342, 93.225482, 94.000000
Squid, 88.012767, 78.668729, N/A, 100.000000, 88.601294, 100.000000, N/A, 100.000000, 84.593859, 86.793601, 100.000000, 78.668729, N/A, 80.000000, 80.000000, 79.108141, 87.360254, 80.000000, 99.274964, 98.000000, 84.560171, 100.000000, 100.000000, 98.000000, 98.949585, 100.000000, 70.000000, 87.400879, 100.000000, 94.847301, 79.937500, 95.520804, 100.000000, 76.000000, 100.000000, 100.000000, 99.965264, 81.202395, 100.000000, 88.120628, 89.000000
Mat - Branches V1, 84.501333, 100.000000, N/A, 100.000000, 94.873179, 83.393483, N/A, 100.000000, 81.951444, 84.795052, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 92.010766, 100.000000, 80.000000, 94.693125, 96.000000, 87.774240, 100.000000, 92.797168, 98.000000, 96.848755, 100.000000, 61.000000, 77.321582, 100.000000, 85.756392, 100.000000, 80.415623, 100.000000, 92.000000, 100.000000, 89.522982, 99.968539, 86.166755, 93.461342, 91.474752, 95.000000
Y oh Y, 84.501333, 73.335912, N/A, 100.000000, 92.725838, 100.000000, N/A, 100.000000, 84.702505, 87.840360, 100.000000, 73.335912, N/A, 80.000000, 80.000000, 88.004270, 100.000000, 84.000000, 100.000000, 98.000000, 89.381275, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 74.000000, 89.920703, 100.000000, 94.847301, 79.937500, 89.673605, 100.000000, 88.000000, 100.000000, 91.714193, 99.976305, 90.727978, 93.461342, 93.725701, 91.000000
Deck the Halls, 89.608058, 89.334365, N/A, 100.000000, 96.148157, 100.000000, N/A, 100.000000, 86.120334, 81.806212, 100.000000, 89.334365, N/A, 80.000000, 80.000000, 91.064719, 100.000000, 84.000000, 77.176877, 99.000000, 82.953136, 100.000000, 100.000000, 99.000000, 98.949585, 100.000000, 84.000000, 82.361230, 100.000000, 85.756392, 79.937500, 96.782681, 100.000000, 88.000000, 91.382422, 91.714193, 99.975852, 89.954617, 93.461342, 96.137465, 91.000000
JP-11-4-18, 84.752351, 89.334365, N/A, 100.000000, 99.132795, 100.000000, N/A, 100.000000, 85.182406, 85.807616, 100.000000, 89.334365, N/A, 80.000000, 80.000000, 80.057866, 100.000000, 84.000000, 93.489760, 96.000000, 90.988310, 100.000000, 100.000000, 96.000000, 96.848755, 100.000000, 76.000000, 82.361230, 100.000000, 85.756392, 79.937500, 95.661202, 100.000000, 88.000000, 100.000000, 91.714193, 99.970450, 89.954617, 100.000000, 96.019708, 88.000000
Chaen 202-, 83.996343, 100.000000, N/A, 100.000000, 95.014285, 100.000000, N/A, 100.000000, 82.308861, 87.772493, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 83.790874, 87.360254, 84.000000, 97.346562, 98.000000, 89.381275, 100.000000, 100.000000, 99.000000, 97.899170, 100.000000, 55.000000, 77.321582, 100.000000, 91.816998, 79.937500, 90.207643, 100.000000, 87.000000, 100.000000, 91.714193, 99.958183, 90.141798, 100.000000, 94.230616, 92.000000
Vienna Bot design 1, 82.387997, 78.117653, N/A, 40.000000, 84.085163, 66.786966, N/A, 87.809766, 80.578631, 70.295354, 94.217676, 78.117653, N/A, 80.000000, 80.000000, 78.660132, 100.000000, 82.000000, 71.782628, 96.000000, 81.346101, 100.000000, 100.000000, 97.000000, 94.747925, 83.428223, 54.000000, 77.321582, 100.000000, 73.635180, 79.937500, 73.851033, 88.809766, 73.000000, 78.456055, 83.444904, 98.513073, 79.028064, 93.461342, 79.065573, 76.000000
Vienna Bot design 2, 79.854055, 49.800337, N/A, 100.000000, 72.014726, 83.393483, N/A, 100.000000, 72.645823, 62.221715, 94.217676, 49.800337, N/A, 80.000000, 80.000000, 81.316740, 74.720508, 82.000000, 76.233406, 96.000000, 81.346101, 84.513086, 100.000000, 100.000000, 82.142944, 94.476074, 66.000000, 59.682812, 84.689258, 64.544271, 79.937500, 62.292621, 88.809766, 75.000000, 52.603320, 71.361848, 99.041869, 82.440140, 93.461342, 75.247546, 67.000000
Vienna Bot design 3, 84.341721, 66.900942, N/A, 40.000000, 83.921335, 83.393483, N/A, 100.000000, 81.404953, 72.049624, 100.000000, 66.900942, N/A, 80.000000, 80.000000, 81.695575, 87.360254, 81.000000, 72.942306, 92.000000, 86.167206, 84.513086, 100.000000, 96.000000, 96.848755, 94.476074, 57.000000, 72.281934, 84.689258, 82.726089, 79.937500, 80.374975, 88.809766, 69.000000, 78.456055, 95.413722, 98.444572, 78.391936, 93.461342, 76.285548, 66.000000
Vienna Bot design 4, 73.496282, 61.843662, N/A, 60.000000, 81.882956, 66.786966, N/A, 100.000000, 82.629722, 73.803583, 94.217676, 61.843662, N/A, 80.000000, 80.000000, 82.016400, 87.360254, 81.000000, 75.117415, 95.000000, 84.560171, 100.000000, 100.000000, 97.000000, 100.000000, 88.952148, 71.000000, 79.841406, 100.000000, 79.695786, 79.937500, 79.787534, 100.000000, 73.000000, 74.147266, 87.052348, 99.181346, 79.683200, 80.384027, 72.398471, 78.000000
Vienna Bot design 5, 85.752348, 77.842115, N/A, 100.000000, 82.690532, 66.786966, N/A, 100.000000, 81.665932, 68.612942, 94.217676, 77.842115, N/A, 80.000000, 80.000000, 83.772221, 87.360254, 80.000000, 75.073727, 98.000000, 79.739067, 100.000000, 100.000000, 98.000000, 93.697510, 100.000000, 76.000000, 72.281934, 100.000000, 73.635180, 79.937500, 75.829279, 100.000000, 75.000000, 69.838477, 79.845371, 99.406117, 82.852284, 93.461342, 75.658576, 81.000000
Vienna Bot design 6, 86.176174, 61.292586, N/A, 40.000000, 79.374976, 75.090225, N/A, 100.000000, 74.725434, 67.151705, 88.435352, 61.292586, N/A, 80.000000, 80.000000, 73.084099, 87.360254, 81.000000, 70.535576, 94.000000, 81.346101, 100.000000, 92.797168, 97.000000, 85.294189, 77.904297, 65.000000, 69.762109, 100.000000, 76.665483, 79.937500, 78.719459, 88.809766, 68.000000, 65.529687, 89.123339, 98.210598, 77.565357, 73.845369, 75.871785, 66.000000
Vienna Bot design 7, 80.799102, 60.741510, N/A, 40.000000, 77.656230, 83.393483, N/A, 100.000000, 82.129457, 69.519474, 100.000000, 60.741510, N/A, 80.000000, 80.000000, 82.244628, 100.000000, 81.000000, 75.073727, 97.000000, 81.346101, 100.000000, 100.000000, 100.000000, 97.899170, 83.428223, 71.000000, 59.682812, 100.000000, 76.665483, 79.937500, 81.816876, 66.429297, 65.000000, 61.220898, 89.852400, 99.379716, 75.515791, 100.000000, 82.006123, 61.000000
Vienna Bot design 8, 75.533516, 77.842115, N/A, 40.000000, 90.184196, 83.393483, N/A, 87.809766, 75.304615, 73.675893, 94.217676, 77.842115, N/A, 80.000000, 80.000000, 87.731873, 87.360254, 81.000000, 71.260612, 96.000000, 82.953136, 100.000000, 100.000000, 98.000000, 98.949585, 100.000000, 44.000000, 72.281934, 100.000000, 76.665483, 79.937500, 88.184677, 77.619531, 76.000000, 74.147266, 96.872743, 99.147252, 81.579049, 86.922684, 91.712335, 78.000000
Toad Hall, 84.501333, 100.000000, N/A, 100.000000, 95.078828, 100.000000, N/A, 100.000000, 81.973136, 85.829104, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 91.880397, 100.000000, 84.000000, 95.418161, 96.000000, 87.774240, 100.000000, 92.797168, 98.000000, 100.000000, 100.000000, 62.000000, 77.321582, 100.000000, 88.786695, 79.937500, 84.373879, 100.000000, 88.000000, 100.000000, 91.714193, 99.976187, 89.317811, 93.461342, 93.199390, 98.000000
Starry's Branches II, 85.520105, 73.335912, N/A, 100.000000, 94.164592, 100.000000, N/A, 100.000000, 85.827994, 87.840360, 100.000000, 73.335912, N/A, 80.000000, 80.000000, 89.037010, 100.000000, 84.000000, 98.071599, 97.000000, 89.381275, 100.000000, 100.000000, 98.000000, 98.949585, 100.000000, 76.000000, 89.920703, 100.000000, 94.847301, 79.937500, 94.559537, 100.000000, 88.000000, 100.000000, 100.000000, 99.976305, 89.623896, 93.461342, 95.657695, 95.000000
Mat - Branches V1.1 (Submitted), 84.501333, 89.334365, N/A, 60.000000, 94.873179, 91.696742, N/A, 100.000000, 82.862180, 84.822229, 100.000000, 89.334365, N/A, 80.000000, 80.000000, 95.011621, 100.000000, 80.000000, 94.693125, 96.000000, 87.774240, 100.000000, 92.797168, 98.000000, 93.697510, 100.000000, 61.000000, 82.361230, 100.000000, 85.756392, 100.000000, 80.255412, 100.000000, 92.000000, 100.000000, 89.522982, 99.975796, 86.166755, 93.461342, 91.396477, 97.000000
Twosies - 2 Jacks and Ball, 84.501333, 94.667182, N/A, 100.000000, 93.739096, 100.000000, N/A, 100.000000, 82.549477, 84.802600, 100.000000, 94.667182, N/A, 80.000000, 80.000000, 83.210912, 87.360254, 84.000000, 96.621526, 98.000000, 87.774240, 100.000000, 100.000000, 99.000000, 94.747925, 100.000000, 84.000000, 79.841406, 100.000000, 85.756392, 79.937500, 82.711986, 100.000000, 84.000000, 100.000000, 91.714193, 99.970555, 86.055135, 93.461342, 85.745074, 90.000000
Ding's Branches 5, 86.805110, 94.667182, N/A, 100.000000, 95.542307, 100.000000, N/A, 100.000000, 83.052400, 84.823364, 100.000000, 94.667182, N/A, 80.000000, 80.000000, 78.941601, 100.000000, 84.000000, 100.000000, 97.000000, 87.774240, 100.000000, 100.000000, 98.000000, 98.949585, 100.000000, 72.000000, 79.841406, 100.000000, 91.816998, 79.937500, 92.777400, 100.000000, 88.000000, 100.000000, 91.714193, 99.976099, 90.141798, 86.922684, 95.418393, 77.000000
Modulus, 84.501333, 100.000000, N/A, 60.000000, 93.785502, 91.696742, N/A, 100.000000, 78.861817, 82.788683, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 87.574914, 100.000000, 80.000000, 76.495528, 97.000000, 84.560171, 100.000000, 92.797168, 99.000000, 95.798340, 100.000000, 58.000000, 77.321582, 100.000000, 82.726089, 100.000000, 76.777790, 100.000000, 92.000000, 95.691211, 87.818480, 99.969727, 85.461671, 100.000000, 90.896258, 95.000000
balanced AU-GC pairs, 84.501333, 100.000000, N/A, 100.000000, 96.613550, 100.000000, N/A, 100.000000, 82.883873, 83.781838, 100.000000, 100.000000, N/A, 80.000000, 80.000000, 78.563277, 100.000000, 84.000000, 96.621526, 97.000000, 87.774240, 100.000000, 100.000000, 98.000000, 100.000000, 100.000000, 75.000000, 77.321582, 100.000000, 82.726089, 79.937500, 80.249036, 100.000000, 87.000000, 100.000000, 91.714193, 99.966455, 88.519136, 93.461342, 92.338362, 72.000000
NUPACK bot design 1, 84.501333, 89.334365, N/A, 40.000000, 88.403293, 100.000000, N/A, 100.000000, 78.865804, 87.718221, 100.000000, 89.334365, N/A, 80.000000, 80.000000, 74.793077, 74.720508, 80.000000, 92.039687, 92.000000, 86.167206, 84.513086, 85.594336, 96.000000, 94.747925, 94.476074, 68.000000, 82.361230, 84.689258, 91.816998, 79.937500, 88.705958, 88.809766, 72.000000, 100.000000, 97.808789, 99.943692, 80.469407, 86.922684, 84.949148, 79.000000
